dataset,strategy,length_or_k,method,n_train_traces,n_test_traces,n_features,train_matrix_bytes,test_matrix_bytes,encode_time_seconds,encode_time_per_trace_ms,pretrain_time_seconds
datasets/BPI_Challenge_2017.xes,last3,1500,OHE,94,20,49,3764,696,0.0027,0.0235,
datasets/BPI_Challenge_2017.xes,last3,1500,Bigram,94,20,55,41360,8800,0.0021,0.0185,
datasets/BPI_Challenge_2017.xes,last3,1500,W2V,94,20,48,18048,7680,0.0005,0.004,0.0061
datasets/BPI_Challenge_2017.xes,last3,1500,D2V,94,20,64,24064,5120,0.0413,0.3619,12.7108
datasets/BPI_Challenge_2017.xes,last3,1500,BERT,94,20,128,48128,10240,0.128,1.1232,473.8264
datasets/BPI_Challenge_2017.xes,last3,1500,ACF,94,20,8110,6098720,1297600,0.0034,0.0296,1.2313
datasets/BPI_Challenge_2017.xes,last5,1500,Baseline,94,20,5,940,200,0.0057,0.0499,
datasets/BPI_Challenge_2017.xes,last5,1500,OHE,94,20,79,6020,1104,0.0041,0.036,
datasets/BPI_Challenge_2017.xes,last5,1500,Bigram,94,20,67,50384,10720,0.0038,0.0331,
datasets/BPI_Challenge_2017.xes,last5,1500,W2V,94,20,48,18048,3840,0.0005,0.0043,0.0058
datasets/BPI_Challenge_2017.xes,last5,1500,D2V,94,20,64,24064,5120,0.063,0.5526,13.8643
datasets/BPI_Challenge_2017.xes,last5,1500,BERT,94,20,128,48128,10240,0.144,1.2634,9.2324
datasets/BPI_Challenge_2017.xes,last5,1500,ACF,94,20,8110,6098720,1297600,0.0061,0.0536,1.5411
datasets/BPI_Challenge_2017.xes,last10,1500,Baseline,94,20,10,1880,400,0.0089,0.0779,
datasets/BPI_Challenge_2017.xes,last10,1500,OHE,94,20,160,11660,2232,0.0058,0.0509,
datasets/BPI_Challenge_2017.xes,last10,1500,Bigram,94,20,87,65424,13920,0.0046,0.0406,
datasets/BPI_Challenge_2017.xes,last10,1500,W2V,94,20,48,18048,3840,0.0005,0.004,0.0068
datasets/BPI_Challenge_2017.xes,last10,1500,D2V,94,20,64,24064,5120,0.0688,0.6035,570.793
datasets/BPI_Challenge_2017.xes,last10,1500,BERT,94,20,128,48128,10240,0.1457,1.2784,6.1749
datasets/BPI_Challenge_2017.xes,last10,1500,ACF,94,20,8110,6098720,1297600,0.0094,0.0829,1.547
datasets/BPI_Challenge_2017.xes,last20,1500,Baseline,94,20,20,3760,800,0.0137,0.1204,
datasets/BPI_Challenge_2017.xes,last20,1500,OHE,94,20,341,22940,4584,0.0084,0.0735,
datasets/BPI_Challenge_2017.xes,last20,1500,Bigram,94,20,120,90240,19200,0.0064,0.0561,
datasets/BPI_Challenge_2017.xes,last20,1500,W2V,94,20,48,18048,3840,0.0004,0.0035,0.0089
datasets/BPI_Challenge_2017.xes,last20,1500,D2V,94,20,64,24064,5120,0.0775,0.6801,12.7877
datasets/BPI_Challenge_2017.xes,last20,1500,BERT,94,20,128,48128,10240,0.1375,1.2064,9.0703
datasets/BPI_Challenge_2017.xes,last20,1500,ACF,94,20,8110,6098720,1297600,0.0151,0.132,1.5454
datasets/BPI_Challenge_2017.xes,last3,2000,Baseline,86,18,3,516,108,0.0035,0.0337,
datasets/BPI_Challenge_2017.xes,last3,2000,OHE,86,18,53,3444,724,0.003,0.0286,
datasets/BPI_Challenge_2017.xes,last3,2000,Bigram,86,18,62,42656,8928,0.002,0.0197,
datasets/BPI_Challenge_2017.xes,last3,2000,W2V,86,18,48,16512,3456,0.0003,0.003,0.0056
datasets/BPI_Challenge_2017.xes,last3,2000,D2V,86,18,64,22016,4608,0.0385,0.3702,1010.849
datasets/BPI_Challenge_2017.xes,last3,2000,BERT,86,18,128,44032,9216,0.0971,0.9334,3.6429
datasets/BPI_Challenge_2017.xes,last3,2000,ACF,86,18,8110,5579680,1167840,0.0022,0.0214,0.9281
datasets/BPI_Challenge_2017.xes,last5,2000,Baseline,86,18,5,860,180,0.0141,0.136,
datasets/BPI_Challenge_2017.xes,last5,2000,OHE,86,18,82,5508,1144,0.006,0.0575,
datasets/BPI_Challenge_2017.xes,last5,2000,Bigram,86,18,75,51600,10800,0.0046,0.0438,
datasets/BPI_Challenge_2017.xes,last5,2000,W2V,86,18,48,16512,3456,0.0006,0.0058,0.006
datasets/BPI_Challenge_2017.xes,last5,2000,D2V,86,18,64,22016,4608,0.0731,0.7033,479.7801
datasets/BPI_Challenge_2017.xes,last5,2000,BERT,86,18,128,44032,9216,0.1702,1.6361,11.8932
datasets/BPI_Challenge_2017.xes,last5,2000,ACF,86,18,8110,5579680,1167840,0.0062,0.0596,2.3385
datasets/BPI_Challenge_2017.xes,last10,2000,Baseline,86,18,10,1720,360,0.0067,0.0646,
datasets/BPI_Challenge_2017.xes,last10,2000,OHE,86,18,169,10668,2152,0.0045,0.0433,
datasets/BPI_Challenge_2017.xes,last10,2000,Bigram,86,18,97,66736,13968,0.0041,0.0398,
datasets/BPI_Challenge_2017.xes,last10,2000,W2V,86,18,48,16512,3456,0.0003,0.0033,0.007
datasets/BPI_Challenge_2017.xes,last10,2000,D2V,86,18,64,22016,4608,0.0561,0.5397,13.2287
datasets/BPI_Challenge_2017.xes,last10,2000,BERT,86,18,128,44032,9216,0.1103,1.061,9.5002
datasets/BPI_Challenge_2017.xes,last10,2000,ACF,86,18,8110,5579680,1167840,0.0064,0.0615,1.7002
datasets/BPI_Challenge_2017.xes,last20,2000,Baseline,86,18,20,3440,720,0.0136,0.1304,
datasets/BPI_Challenge_2017.xes,last20,2000,OHE,86,18,339,20988,4216,0.0132,0.1269,
datasets/BPI_Challenge_2017.xes,last20,2000,Bigram,86,18,120,82560,17280,0.0051,0.0493,
datasets/BPI_Challenge_2017.xes,last20,2000,W2V,86,18,48,16512,3456,0.0005,0.005,0.0076
datasets/BPI_Challenge_2017.xes,last20,2000,D2V,86,18,64,22016,4608,0.0561,0.5398,1866.6757
datasets/BPI_Challenge_2017.xes,last20,2000,BERT,86,18,128,44032,9216,0.1448,1.3919,3.6737
datasets/BPI_Challenge_2017.xes,last20,2000,ACF,86,18,8110,5579680,1167840,0.0073,0.07,1004.0551
datasets/BPI_Challenge_2017.xes,prefix,100,Baseline,117,24,100,23400,4800,0.0713,0.5056,
datasets/BPI_Challenge_2017.xes,prefix,100,OHE,117,24,1769,140872,27568,0.0469,0.3329,
datasets/BPI_Challenge_2017.xes,prefix,100,Bigram,117,24,154,144144,29568,0.0169,0.12,
datasets/BPI_Challenge_2017.xes,prefix,100,W2V,117,24,48,22464,4608,0.0007,0.0052,0.0321
datasets/BPI_Challenge_2017.xes,prefix,100,D2V,117,24,64,29952,6144,0.2398,1.7004,743.4074
datasets/BPI_Challenge_2017.xes,prefix,100,BERT,117,24,128,59904,12288,0.2433,1.7255,11.2249
datasets/BPI_Challenge_2017.xes,prefix,100,ACF,117,24,8110,7590960,1557120,0.1176,0.8338,1.4087
datasets/BPI_Challenge_2017.xes,prefix,150,Baseline,116,22,150,34800,6600,0.0586,0.4245,
datasets/BPI_Challenge_2017.xes,prefix,150,OHE,116,22,2655,209268,38060,0.0363,0.2629,
datasets/BPI_Challenge_2017.xes,prefix,150,Bigram,116,22,168,155904,29568,0.0114,0.0825,
datasets/BPI_Challenge_2017.xes,prefix,150,W2V,116,22,48,22272,4224,0.0004,0.0029,0.0425
datasets/BPI_Challenge_2017.xes,prefix,150,D2V,116,22,64,29696,5632,0.166,1.2028,12.802
datasets/BPI_Challenge_2017.xes,prefix,150,BERT,116,22,128,59392,11264,0.1135,0.8228,8.8066
datasets/BPI_Challenge_2017.xes,prefix,150,ACF,116,22,8110,7526080,1427360,0.0591,0.428,1.4672
datasets/BPI_Challenge_2017.xes,prefix,200,Baseline,116,22,200,46400,8800,0.0867,0.6282,
datasets/BPI_Challenge_2017.xes,prefix,200,OHE,116,22,3538,278868,50804,0.0537,0.3888,
datasets/BPI_Challenge_2017.xes,prefix,200,Bigram,116,22,173,160544,30448,0.0147,0.1064,
datasets/BPI_Challenge_2017.xes,prefix,200,W2V,116,22,48,22272,4224,0.0006,0.0041,0.0759
datasets/BPI_Challenge_2017.xes,prefix,200,D2V,116,22,64,29696,5632,0.2122,1.5378,970.779
datasets/BPI_Challenge_2017.xes,prefix,200,BERT,116,22,128,59392,11264,0.1554,1.1263,598.5721
datasets/BPI_Challenge_2017.xes,prefix,200,ACF,116,22,8110,7526080,1427360,0.0852,0.6174,1.1849
datasets/BPI_Challenge_2017.xes,prefix,400,Baseline,113,22,400,90400,17600,0.3002,2.2237,
datasets/BPI_Challenge_2017.xes,prefix,400,OHE,113,22,7096,542856,102224,0.1729,1.2806,
datasets/BPI_Challenge_2017.xes,prefix,400,Bigram,113,22,200,180800,35200,0.0415,0.3074,
datasets/BPI_Challenge_2017.xes,prefix,400,W2V,113,22,48,21696,4224,0.0007,0.0052,0.1028
datasets/BPI_Challenge_2017.xes,prefix,400,D2V,113,22,64,28928,5632,0.6797,5.035,15.1835
datasets/BPI_Challenge_2017.xes,prefix,400,BERT,113,22,128,57856,11264,0.2248,1.665,10.7593
datasets/BPI_Challenge_2017.xes,prefix,400,ACF,113,22,8110,7331440,1427360,0.4865,3.6039,1.6888
datasets/BPI_Challenge_2017.xes,prefix,600,Baseline,110,21,600,132000,25200,1.2555,9.5839,
datasets/BPI_Challenge_2017.xes,prefix,600,OHE,110,21,10568,792444,146260,0.4763,3.6358,
datasets/BPI_Challenge_2017.xes,prefix,600,Bigram,110,21,217,190960,36456,0.0877,0.6694,
datasets/BPI_Challenge_2017.xes,prefix,600,W2V,110,21,48,21120,4032,0.001,0.0073,0.1188
datasets/BPI_Challenge_2017.xes,prefix,600,D2V,110,21,64,28160,5376,0.9483,7.2387,54.9935
datasets/BPI_Challenge_2017.xes,prefix,600,BERT,110,21,128,56320,10752,0.1948,1.4874,3.6912
datasets/BPI_Challenge_2017.xes,prefix,600,ACF,110,21,8110,7136800,1362480,0.6459,4.9308,1.6425
datasets/BPI_Challenge_2017.xes,prefix,800,Baseline,106,21,800,169600,33600,1.1004,8.6647,
datasets/BPI_Challenge_2017.xes,prefix,800,OHE,106,21,14060,1018028,194956,0.3425,2.6965,
datasets/BPI_Challenge_2017.xes,prefix,800,Bigram,106,21,214,181472,35952,0.076,0.5982,
datasets/BPI_Challenge_2017.xes,prefix,800,W2V,106,21,48,20352,4032,0.0007,0.0058,0.1708
datasets/BPI_Challenge_2017.xes,prefix,800,D2V,106,21,64,27136,5376,1.7792,14.0094,14.9769
datasets/BPI_Challenge_2017.xes,prefix,800,BERT,106,21,128,54272,10752,0.2229,1.7551,9.5283
datasets/BPI_Challenge_2017.xes,prefix,800,ACF,106,21,8110,6877280,1362480,0.8305,6.5397,1.4381
datasets/BPI_Challenge_2017.xes,prefix,1000,Baseline,103,21,1000,206000,42000,0.5379,4.3376,
datasets/BPI_Challenge_2017.xes,prefix,1000,OHE,103,21,16963,1236416,242884,0.3884,3.1321,
datasets/BPI_Challenge_2017.xes,prefix,1000,Bigram,103,21,216,177984,36288,0.08,0.6449,
datasets/BPI_Challenge_2017.xes,prefix,1000,W2V,103,21,48,19776,4032,0.0006,0.0051,0.201
datasets/BPI_Challenge_2017.xes,prefix,1000,D2V,103,21,64,26368,5376,1.6191,13.0573,11.6072
datasets/BPI_Challenge_2017.xes,prefix,1000,BERT,103,21,128,52736,10752,0.2248,1.8131,9.7686
datasets/BPI_Challenge_2017.xes,prefix,1000,ACF,103,21,8110,6682640,1362480,1.0152,8.1871,1.7658
datasets/BPI_Challenge_2017.xes,prefix,1200,Baseline,100,21,1200,240000,50400,1001.9773,8280.8042,
datasets/BPI_Challenge_2017.xes,prefix,1200,OHE,100,21,19720,1440404,291220,0.378,3.1243,
datasets/BPI_Challenge_2017.xes,prefix,1200,Bigram,100,21,218,174400,36624,0.0702,0.5805,
datasets/BPI_Challenge_2017.xes,prefix,1200,W2V,100,21,48,19200,4032,0.0005,0.0038,0.2998
datasets/BPI_Challenge_2017.xes,prefix,1200,D2V,100,21,64,25600,5376,0.8954,7.3997,14.0659
datasets/BPI_Challenge_2017.xes,prefix,1200,BERT,100,21,128,51200,10752,0.1082,0.8944,9.0339
datasets/BPI_Challenge_2017.xes,prefix,1200,ACF,100,21,8110,6488000,1362480,0.4672,3.8609,0.756
datasets/BPI_Challenge_2017.xes,prefix,1400,Baseline,97,20,1400,271600,56000,0.9187,7.8519,
datasets/BPI_Challenge_2017.xes,prefix,1400,OHE,97,20,22886,1629992,322668,1.7172,14.6773,
datasets/BPI_Challenge_2017.xes,prefix,1400,Bigram,97,20,223,173048,35680,0.3234,2.7642,
datasets/BPI_Challenge_2017.xes,prefix,1400,W2V,97,20,48,18624,3840,0.0015,0.0126,0.2415
datasets/BPI_Challenge_2017.xes,prefix,1400,D2V,97,20,64,24832,5120,2.6737,22.8521,941.4435
datasets/BPI_Challenge_2017.xes,prefix,1400,BERT,97,20,128,49664,10240,0.83,7.0939,8.3667
datasets/BPI_Challenge_2017.xes,prefix,1400,ACF,97,20,8110,6293360,1297600,1.4248,12.1778,0.8294
datasets/BPI_Challenge_2017.xes,prefix,1500,Baseline,94,20,1500,282000,60000,0.8753,7.6779,
datasets/BPI_Challenge_2017.xes,prefix,1500,OHE,94,20,24510,1692380,345588,0.6556,5.7507,
datasets/BPI_Challenge_2017.xes,prefix,1500,Bigram,94,20,225,169200,36000,0.1773,1.5552,
datasets/BPI_Challenge_2017.xes,prefix,1500,W2V,94,20,48,18048,3840,0.0008,0.0069,0.3289
datasets/BPI_Challenge_2017.xes,prefix,1500,D2V,94,20,64,24064,5120,1.9352,16.9753,13.7573
datasets/BPI_Challenge_2017.xes,prefix,1500,BERT,94,20,128,48128,10240,0.141,1.2368,8.8431
datasets/BPI_Challenge_2017.xes,prefix,1500,ACF,94,20,8110,6098720,1297600,1.2061,10.5797,1.4968
datasets/BPI_Challenge_2017.xes,prefix,2000,Baseline,86,18,2000,344000,72000,1055.3935,10148.0143,
datasets/BPI_Challenge_2017.xes,prefix,2000,OHE,86,18,32223,2064348,412288,0.4907,4.7187,
datasets/BPI_Challenge_2017.xes,prefix,2000,Bigram,86,18,234,160992,33696,0.0803,0.7716,
datasets/BPI_Challenge_2017.xes,prefix,2000,W2V,86,18,48,16512,3456,0.0004,0.0034,0.2992
datasets/BPI_Challenge_2017.xes,prefix,2000,D2V,86,18,64,22016,4608,1.2838,12.3442,1857.7574
datasets/BPI_Challenge_2017.xes,prefix,2000,BERT,86,18,128,44032,9216,0.112,1.0765,3.4936
datasets/BPI_Challenge_2017.xes,prefix,2000,ACF,86,18,8110,5579680,1167840,0.6859,6.5949,0.8159
