dataset,strategy,length_or_k,method,n_train_traces,n_test_traces,n_features,train_matrix_bytes,test_matrix_bytes,encode_time_seconds,encode_time_per_trace_ms,pretrain_time_seconds
datasets/BPI_Challenge_2019.xes,last5,150,Bigram,233,57,66,123024,30096,0.0049,0.017,
datasets/BPI_Challenge_2019.xes,last5,150,W2V,233,57,48,44736,21888,0.0007,0.0023,0.0069
datasets/BPI_Challenge_2019.xes,last5,150,D2V,233,57,64,59648,14592,0.1109,0.3825,5.756
datasets/BPI_Challenge_2019.xes,last5,150,BERT,233,57,128,119296,29184,0.2573,0.8874,13.0286
datasets/BPI_Challenge_2019.xes,last5,150,ACF,233,57,9572,17842208,4364832,0.0087,0.0301,0.781
datasets/BPI_Challenge_2019.xes,last10,150,Baseline,233,57,10,4660,1140,0.0053,0.0183,
datasets/BPI_Challenge_2019.xes,last10,150,OHE,233,57,157,28896,6808,0.0039,0.0133,
datasets/BPI_Challenge_2019.xes,last10,150,Bigram,233,57,81,150984,36936,0.0068,0.0235,
datasets/BPI_Challenge_2019.xes,last10,150,W2V,233,57,48,44736,21888,0.0007,0.0024,0.0085
datasets/BPI_Challenge_2019.xes,last10,150,D2V,233,57,64,59648,14592,0.1238,0.427,6.3666
datasets/BPI_Challenge_2019.xes,last10,150,BERT,233,57,128,119296,29184,0.3053,1.0528,13.7615
datasets/BPI_Challenge_2019.xes,last10,150,ACF,233,57,9572,17842208,4364832,0.0142,0.0491,0.7359
datasets/BPI_Challenge_2019.xes,last20,150,Baseline,233,57,20,9320,2280,0.0103,0.0356,
datasets/BPI_Challenge_2019.xes,last20,150,OHE,233,57,314,56856,13444,0.007,0.0243,
datasets/BPI_Challenge_2019.xes,last20,150,Bigram,233,57,98,182672,44688,0.0082,0.0282,
datasets/BPI_Challenge_2019.xes,last20,150,W2V,233,57,48,44736,21888,0.0007,0.0023,0.0131
datasets/BPI_Challenge_2019.xes,last20,150,D2V,233,57,64,59648,14592,0.1365,0.4706,5.8738
datasets/BPI_Challenge_2019.xes,last20,150,BERT,233,57,128,119296,29184,0.2767,0.954,12.5872
datasets/BPI_Challenge_2019.xes,last20,150,ACF,233,57,9572,17842208,4364832,0.0244,0.0841,0.796
datasets/BPI_Challenge_2019.xes,last3,200,Baseline,215,51,3,1290,306,0.0027,0.0103,
datasets/BPI_Challenge_2019.xes,last3,200,OHE,215,51,44,8604,1996,0.0027,0.01,
datasets/BPI_Challenge_2019.xes,last3,200,Bigram,215,51,48,82560,19584,0.0034,0.0128,
datasets/BPI_Challenge_2019.xes,last3,200,W2V,215,51,48,41280,19584,0.0007,0.0025,0.007
datasets/BPI_Challenge_2019.xes,last3,200,D2V,215,51,64,55040,13056,0.0988,0.3713,6.4544
datasets/BPI_Challenge_2019.xes,last3,200,BERT,215,51,128,110080,26112,0.2377,0.8935,13.2076
datasets/BPI_Challenge_2019.xes,last3,200,ACF,215,51,9572,16463840,3905376,0.007,0.0262,0.7291
datasets/BPI_Challenge_2019.xes,last5,200,Baseline,215,51,5,2150,510,0.0031,0.0118,
datasets/BPI_Challenge_2019.xes,last5,200,OHE,215,51,72,13764,3196,0.0027,0.0101,
datasets/BPI_Challenge_2019.xes,last5,200,Bigram,215,51,57,98040,23256,0.0041,0.0155,
datasets/BPI_Challenge_2019.xes,last5,200,W2V,215,51,48,41280,19584,0.0007,0.0027,0.0077
datasets/BPI_Challenge_2019.xes,last5,200,D2V,215,51,64,55040,13056,0.1023,0.3847,6.1946
datasets/BPI_Challenge_2019.xes,last5,200,BERT,215,51,128,110080,26112,0.2597,0.9764,12.146
datasets/BPI_Challenge_2019.xes,last5,200,ACF,215,51,9572,16463840,3905376,0.0078,0.0294,0.742
datasets/BPI_Challenge_2019.xes,last10,200,Baseline,215,51,10,4300,1020,0.0065,0.0245,
datasets/BPI_Challenge_2019.xes,last10,200,OHE,215,51,146,26664,6196,0.0036,0.0136,
datasets/BPI_Challenge_2019.xes,last10,200,Bigram,215,51,82,141040,33456,0.0061,0.023,
datasets/BPI_Challenge_2019.xes,last10,200,W2V,215,51,48,41280,19584,0.0006,0.0024,0.0077
datasets/BPI_Challenge_2019.xes,last10,200,D2V,215,51,64,55040,13056,0.1655,0.6223,5.8725
datasets/BPI_Challenge_2019.xes,last10,200,BERT,215,51,128,110080,26112,0.3566,1.3405,12.4765
datasets/BPI_Challenge_2019.xes,last10,200,ACF,215,51,9572,16463840,3905376,0.0132,0.0497,0.7657
datasets/BPI_Challenge_2019.xes,last20,200,Baseline,215,51,20,8600,2040,0.0101,0.038,
datasets/BPI_Challenge_2019.xes,last20,200,OHE,215,51,296,52464,12172,0.0066,0.0248,
datasets/BPI_Challenge_2019.xes,last20,200,Bigram,215,51,95,163400,38760,0.0071,0.0266,
datasets/BPI_Challenge_2019.xes,last20,200,W2V,215,51,48,41280,19584,0.0007,0.0028,0.012
datasets/BPI_Challenge_2019.xes,last20,200,D2V,215,51,64,55040,13056,0.1232,0.4632,6.1789
datasets/BPI_Challenge_2019.xes,last20,200,BERT,215,51,128,110080,26112,0.2194,0.8249,12.663
datasets/BPI_Challenge_2019.xes,last20,200,ACF,215,51,9572,16463840,3905376,0.0218,0.0819,0.7192
datasets/BPI_Challenge_2019.xes,last3,300,Baseline,185,46,3,1110,276,0.0023,0.0101,
datasets/BPI_Challenge_2019.xes,last3,300,OHE,185,46,41,7404,1808,0.0018,0.0079,
datasets/BPI_Challenge_2019.xes,last3,300,Bigram,185,46,47,69560,17296,0.0033,0.0142,
datasets/BPI_Challenge_2019.xes,last3,300,W2V,185,46,48,35520,17664,0.0005,0.0024,0.0059
datasets/BPI_Challenge_2019.xes,last3,300,D2V,185,46,64,47360,11776,0.0847,0.3668,5.5802
datasets/BPI_Challenge_2019.xes,last3,300,BERT,185,46,128,94720,23552,0.1904,0.8244,11.8273
datasets/BPI_Challenge_2019.xes,last3,300,ACF,185,46,9572,14166560,3522496,0.0053,0.0228,0.747
datasets/BPI_Challenge_2019.xes,last5,300,Baseline,185,46,5,1850,460,0.0031,0.0135,
datasets/BPI_Challenge_2019.xes,last5,300,OHE,185,46,69,11844,2888,0.0026,0.0112,
datasets/BPI_Challenge_2019.xes,last5,300,Bigram,185,46,55,81400,20240,0.0033,0.0144,
datasets/BPI_Challenge_2019.xes,last5,300,W2V,185,46,48,35520,17664,0.0005,0.0023,0.0064
datasets/BPI_Challenge_2019.xes,last5,300,D2V,185,46,64,47360,11776,0.0869,0.3762,5.637
datasets/BPI_Challenge_2019.xes,last5,300,BERT,185,46,128,94720,23552,0.1912,0.8276,11.8559
datasets/BPI_Challenge_2019.xes,last5,300,ACF,185,46,9572,14166560,3522496,0.007,0.0305,0.7163
datasets/BPI_Challenge_2019.xes,last10,300,Baseline,185,46,10,3700,920,0.0051,0.0222,
datasets/BPI_Challenge_2019.xes,last10,300,OHE,185,46,140,22944,5588,0.0037,0.0161,
datasets/BPI_Challenge_2019.xes,last10,300,Bigram,185,46,64,94720,23552,0.004,0.0174,
datasets/BPI_Challenge_2019.xes,last10,300,W2V,185,46,48,35520,17664,0.0005,0.0023,0.0075
datasets/BPI_Challenge_2019.xes,last10,300,D2V,185,46,64,47360,11776,0.093,0.4026,5.594
datasets/BPI_Challenge_2019.xes,last10,300,BERT,185,46,128,94720,23552,0.1933,0.8367,11.7686
datasets/BPI_Challenge_2019.xes,last10,300,ACF,185,46,9572,14166560,3522496,0.0112,0.0484,0.7458
datasets/BPI_Challenge_2019.xes,last20,300,Baseline,185,46,20,7400,1840,0.0097,0.0418,
datasets/BPI_Challenge_2019.xes,last20,300,OHE,185,46,279,45144,10952,0.0059,0.0256,
datasets/BPI_Challenge_2019.xes,last20,300,Bigram,185,46,77,113960,28336,0.0052,0.0224,
datasets/BPI_Challenge_2019.xes,last20,300,W2V,185,46,48,35520,17664,0.0006,0.0028,0.0101
datasets/BPI_Challenge_2019.xes,last20,300,D2V,185,46,64,47360,11776,0.1062,0.4596,5.5989
datasets/BPI_Challenge_2019.xes,last20,300,BERT,185,46,128,94720,23552,0.1936,0.8381,11.8012
datasets/BPI_Challenge_2019.xes,last20,300,ACF,185,46,9572,14166560,3522496,0.019,0.0821,0.7073
datasets/BPI_Challenge_2019.xes,last3,400,Baseline,168,43,3,1008,258,0.0023,0.0107,
datasets/BPI_Challenge_2019.xes,last3,400,OHE,168,43,42,6724,1676,0.002,0.0094,
datasets/BPI_Challenge_2019.xes,last3,400,Bigram,168,43,41,55104,14104,0.0023,0.011,
datasets/BPI_Challenge_2019.xes,last3,400,W2V,168,43,48,32256,16512,0.0005,0.0023,0.0058
datasets/BPI_Challenge_2019.xes,last3,400,D2V,168,43,64,43008,11008,0.076,0.3602,5.5977
datasets/BPI_Challenge_2019.xes,last3,400,BERT,168,43,128,86016,22016,0.1837,0.8705,11.7955
datasets/BPI_Challenge_2019.xes,last3,400,ACF,168,43,9572,12864768,3292768,0.0047,0.0224,0.7325
datasets/BPI_Challenge_2019.xes,last5,400,Baseline,168,43,5,1680,430,0.0031,0.0148,
datasets/BPI_Challenge_2019.xes,last5,400,OHE,168,43,69,10756,2660,0.0022,0.0106,
datasets/BPI_Challenge_2019.xes,last5,400,Bigram,168,43,48,64512,16512,0.0027,0.0129,
datasets/BPI_Challenge_2019.xes,last5,400,W2V,168,43,48,32256,16512,0.0005,0.0024,0.0062
datasets/BPI_Challenge_2019.xes,last5,400,D2V,168,43,64,43008,11008,0.0785,0.3723,5.6836
datasets/BPI_Challenge_2019.xes,last5,400,BERT,168,43,128,86016,22016,0.1818,0.8615,11.7932
datasets/BPI_Challenge_2019.xes,last5,400,ACF,168,43,9572,12864768,3292768,0.0063,0.0297,0.7271
datasets/BPI_Challenge_2019.xes,last10,400,Baseline,168,43,10,3360,860,0.0053,0.0254,
datasets/BPI_Challenge_2019.xes,last10,400,OHE,168,43,137,20836,5156,0.0034,0.0163,
datasets/BPI_Challenge_2019.xes,last10,400,Bigram,168,43,68,91392,23392,0.004,0.0188,
datasets/BPI_Challenge_2019.xes,last10,400,W2V,168,43,48,32256,16512,0.0005,0.0025,0.0069
datasets/BPI_Challenge_2019.xes,last10,400,D2V,168,43,64,43008,11008,0.0862,0.4084,5.5875
datasets/BPI_Challenge_2019.xes,last10,400,BERT,168,43,128,86016,22016,0.1847,0.8754,11.9484
datasets/BPI_Challenge_2019.xes,last10,400,ACF,168,43,9572,12864768,3292768,0.0104,0.0492,0.7471
datasets/BPI_Challenge_2019.xes,last20,400,Baseline,168,43,20,6720,1720,0.009,0.0429,
datasets/BPI_Challenge_2019.xes,last20,400,OHE,168,43,281,40996,10184,0.0057,0.0271,
datasets/BPI_Challenge_2019.xes,last20,400,Bigram,168,43,82,110208,28208,0.0051,0.024,
datasets/BPI_Challenge_2019.xes,last20,400,W2V,168,43,48,32256,16512,0.0005,0.0024,0.0096
datasets/BPI_Challenge_2019.xes,last20,400,D2V,168,43,64,43008,11008,0.0959,0.4543,5.5975
datasets/BPI_Challenge_2019.xes,last20,400,BERT,168,43,128,86016,22016,0.1815,0.8602,11.8057
datasets/BPI_Challenge_2019.xes,last20,400,ACF,168,43,9572,12864768,3292768,0.0177,0.0839,0.7368
datasets/BPI_Challenge_2019.xes,last3,500,Baseline,149,40,3,894,240,0.0023,0.012,
datasets/BPI_Challenge_2019.xes,last3,500,OHE,149,40,48,5964,1568,0.0017,0.0089,
datasets/BPI_Challenge_2019.xes,last3,500,Bigram,149,40,50,59600,16000,0.0026,0.0137,
datasets/BPI_Challenge_2019.xes,last3,500,W2V,149,40,48,28608,15360,0.0004,0.0024,0.0057
datasets/BPI_Challenge_2019.xes,last3,500,D2V,149,40,64,38144,10240,0.0682,0.3611,5.6057
datasets/BPI_Challenge_2019.xes,last3,500,BERT,149,40,128,76288,20480,0.1578,0.8352,11.8288
datasets/BPI_Challenge_2019.xes,last3,500,ACF,149,40,9572,11409824,3063040,0.0043,0.0228,0.7081
datasets/BPI_Challenge_2019.xes,last5,500,Baseline,149,40,5,1490,400,0.0031,0.0163,
datasets/BPI_Challenge_2019.xes,last5,500,OHE,149,40,77,9540,2492,0.0022,0.0116,
datasets/BPI_Challenge_2019.xes,last5,500,Bigram,149,40,55,65560,17600,0.0028,0.0147,
datasets/BPI_Challenge_2019.xes,last5,500,W2V,149,40,48,28608,15360,0.0005,0.0024,0.0059
datasets/BPI_Challenge_2019.xes,last5,500,D2V,149,40,64,38144,10240,0.0702,0.3716,5.6098
datasets/BPI_Challenge_2019.xes,last5,500,BERT,149,40,128,76288,20480,0.1588,0.8403,11.8094
datasets/BPI_Challenge_2019.xes,last5,500,ACF,149,40,9572,11409824,3063040,0.0057,0.03,0.7351
datasets/BPI_Challenge_2019.xes,last10,500,Baseline,149,40,10,2980,800,0.0054,0.0286,
datasets/BPI_Challenge_2019.xes,last10,500,OHE,149,40,155,18480,4820,0.0033,0.0174,
datasets/BPI_Challenge_2019.xes,last10,500,Bigram,149,40,69,82248,22080,0.0036,0.0191,
datasets/BPI_Challenge_2019.xes,last10,500,W2V,149,40,48,28608,15360,0.0005,0.0024,0.0067
datasets/BPI_Challenge_2019.xes,last10,500,D2V,149,40,64,38144,10240,0.0756,0.4002,5.6892
datasets/BPI_Challenge_2019.xes,last10,500,BERT,149,40,128,76288,20480,0.1611,0.8526,11.8422
datasets/BPI_Challenge_2019.xes,last10,500,ACF,149,40,9572,11409824,3063040,0.0088,0.0466,0.7091
datasets/BPI_Challenge_2019.xes,last20,500,Baseline,149,40,20,5960,1600,0.0096,0.051,
datasets/BPI_Challenge_2019.xes,last20,500,OHE,149,40,294,36360,9488,0.0059,0.0312,
datasets/BPI_Challenge_2019.xes,last20,500,Bigram,149,40,79,94168,25280,0.0047,0.0251,
datasets/BPI_Challenge_2019.xes,last20,500,W2V,149,40,48,28608,15360,0.0005,0.0025,0.0091
datasets/BPI_Challenge_2019.xes,last20,500,D2V,149,40,64,38144,10240,0.0873,0.4621,5.8794
datasets/BPI_Challenge_2019.xes,last20,500,BERT,149,40,128,76288,20480,0.1743,0.9223,12.446
datasets/BPI_Challenge_2019.xes,last20,500,ACF,149,40,9572,11409824,3063040,0.0157,0.0829,0.8101
datasets/BPI_Challenge_2019.xes,last3,600,Baseline,143,38,3,858,228,0.0023,0.0126,
datasets/BPI_Challenge_2019.xes,last3,600,OHE,143,38,36,5724,1476,0.0019,0.0102,
datasets/BPI_Challenge_2019.xes,last3,600,Bigram,143,38,33,37752,10032,0.0017,0.0095,
datasets/BPI_Challenge_2019.xes,last3,600,W2V,143,38,48,27456,14592,0.0005,0.0026,0.0058
datasets/BPI_Challenge_2019.xes,last3,600,D2V,143,38,64,36608,9728,0.0679,0.3752,5.8697
datasets/BPI_Challenge_2019.xes,last3,600,BERT,143,38,128,73216,19456,0.1806,0.9979,12.8689
datasets/BPI_Challenge_2019.xes,last3,600,ACF,143,38,9572,10950368,2909888,0.0041,0.0227,0.783
datasets/BPI_Challenge_2019.xes,last5,600,Baseline,143,38,5,1430,380,0.0031,0.017,
datasets/BPI_Challenge_2019.xes,last5,600,OHE,143,38,62,9156,2352,0.0023,0.0129,
datasets/BPI_Challenge_2019.xes,last5,600,Bigram,143,38,43,49192,13072,0.0022,0.0121,
datasets/BPI_Challenge_2019.xes,last5,600,W2V,143,38,48,27456,14592,0.0004,0.0025,0.0059
datasets/BPI_Challenge_2019.xes,last5,600,D2V,143,38,64,36608,9728,0.0679,0.3751,5.7232
datasets/BPI_Challenge_2019.xes,last5,600,BERT,143,38,128,73216,19456,0.1558,0.8609,12.5988
datasets/BPI_Challenge_2019.xes,last5,600,ACF,143,38,9572,10950368,2909888,0.0054,0.0297,0.7165
datasets/BPI_Challenge_2019.xes,last10,600,Baseline,143,38,10,2860,760,0.0052,0.0287,
datasets/BPI_Challenge_2019.xes,last10,600,OHE,143,38,126,17736,4572,0.0033,0.0184,
datasets/BPI_Challenge_2019.xes,last10,600,Bigram,143,38,58,66352,17632,0.0032,0.0176,
datasets/BPI_Challenge_2019.xes,last10,600,W2V,143,38,48,27456,14592,0.0004,0.0025,0.0078
datasets/BPI_Challenge_2019.xes,last10,600,D2V,143,38,64,36608,9728,0.0715,0.3952,5.5925
datasets/BPI_Challenge_2019.xes,last10,600,BERT,143,38,128,73216,19456,0.1575,0.8703,11.9489
datasets/BPI_Challenge_2019.xes,last10,600,ACF,143,38,9572,10950368,2909888,0.0085,0.0468,0.735
datasets/BPI_Challenge_2019.xes,last20,600,Baseline,143,38,20,5720,1520,0.0088,0.0486,
datasets/BPI_Challenge_2019.xes,last20,600,OHE,143,38,242,34896,8976,0.0054,0.0299,
datasets/BPI_Challenge_2019.xes,last20,600,Bigram,143,38,75,85800,22800,0.0046,0.0255,
datasets/BPI_Challenge_2019.xes,last20,600,W2V,143,38,48,27456,14592,0.0004,0.0024,0.0086
datasets/BPI_Challenge_2019.xes,last20,600,D2V,143,38,64,36608,9728,0.0814,0.4498,5.5946
datasets/BPI_Challenge_2019.xes,last20,600,BERT,143,38,128,73216,19456,0.1559,0.8612,11.8051
datasets/BPI_Challenge_2019.xes,last20,600,ACF,143,38,9572,10950368,2909888,0.015,0.0829,0.7325
datasets/BPI_Challenge_2019.xes,last3,700,Baseline,135,36,3,810,216,0.0027,0.0158,
datasets/BPI_Challenge_2019.xes,last3,700,OHE,135,36,41,5404,1408,0.0018,0.0104,
datasets/BPI_Challenge_2019.xes,last3,700,Bigram,135,36,42,45360,12096,0.0021,0.0124,
datasets/BPI_Challenge_2019.xes,last3,700,W2V,135,36,48,25920,13824,0.0004,0.0025,0.0054
datasets/BPI_Challenge_2019.xes,last3,700,D2V,135,36,64,34560,9216,0.0622,0.3635,5.5826
datasets/BPI_Challenge_2019.xes,last3,700,BERT,135,36,128,69120,18432,0.1479,0.8648,11.8236
datasets/BPI_Challenge_2019.xes,last3,700,ACF,135,36,9572,10337760,2756736,0.0039,0.0226,0.705
datasets/BPI_Challenge_2019.xes,last5,700,Baseline,135,36,5,1350,360,0.0035,0.0206,
datasets/BPI_Challenge_2019.xes,last5,700,OHE,135,36,65,8644,2248,0.0022,0.0127,
datasets/BPI_Challenge_2019.xes,last5,700,Bigram,135,36,43,46440,12384,0.0021,0.0122,
datasets/BPI_Challenge_2019.xes,last5,700,W2V,135,36,48,25920,13824,0.0004,0.0024,0.0059
datasets/BPI_Challenge_2019.xes,last5,700,D2V,135,36,64,34560,9216,0.0624,0.3647,5.5804
datasets/BPI_Challenge_2019.xes,last5,700,BERT,135,36,128,69120,18432,0.1447,0.8464,11.7873
datasets/BPI_Challenge_2019.xes,last5,700,ACF,135,36,9572,10337760,2756736,0.0051,0.0296,0.7242
datasets/BPI_Challenge_2019.xes,last10,700,Baseline,135,36,10,2700,720,0.006,0.0352,
datasets/BPI_Challenge_2019.xes,last10,700,OHE,135,36,135,16744,4348,0.004,0.0236,
datasets/BPI_Challenge_2019.xes,last10,700,Bigram,135,36,61,65880,17568,0.0032,0.0185,
datasets/BPI_Challenge_2019.xes,last10,700,W2V,135,36,48,25920,13824,0.0004,0.0024,0.0068
datasets/BPI_Challenge_2019.xes,last10,700,D2V,135,36,64,34560,9216,0.07,0.4096,5.7906
datasets/BPI_Challenge_2019.xes,last10,700,BERT,135,36,128,69120,18432,0.1563,0.914,12.2032
datasets/BPI_Challenge_2019.xes,last10,700,ACF,135,36,9572,10337760,2756736,0.0081,0.0472,0.8356
datasets/BPI_Challenge_2019.xes,last20,700,Baseline,135,36,20,5400,1440,0.0098,0.0572,
datasets/BPI_Challenge_2019.xes,last20,700,OHE,135,36,265,32944,8548,0.0064,0.0373,
datasets/BPI_Challenge_2019.xes,last20,700,Bigram,135,36,76,82080,21888,0.0044,0.0258,
datasets/BPI_Challenge_2019.xes,last20,700,W2V,135,36,48,25920,13824,0.0005,0.0027,0.0089
datasets/BPI_Challenge_2019.xes,last20,700,D2V,135,36,64,34560,9216,0.0778,0.4548,5.6669
datasets/BPI_Challenge_2019.xes,last20,700,BERT,135,36,128,69120,18432,0.1637,0.957,12.4731
datasets/BPI_Challenge_2019.xes,last20,700,ACF,135,36,9572,10337760,2756736,0.0139,0.0814,0.7927
datasets/BPI_Challenge_2019.xes,last3,800,Baseline,122,36,3,732,216,0.0023,0.0145,
datasets/BPI_Challenge_2019.xes,last3,800,OHE,122,36,41,4884,1408,0.002,0.0125,
datasets/BPI_Challenge_2019.xes,last3,800,Bigram,122,36,47,45872,13536,0.0023,0.0146,
datasets/BPI_Challenge_2019.xes,last3,800,W2V,122,36,48,23424,13824,0.0004,0.0025,0.0056
datasets/BPI_Challenge_2019.xes,last3,800,D2V,122,36,64,31232,9216,0.0586,0.3711,5.7277
datasets/BPI_Challenge_2019.xes,last3,800,BERT,122,36,128,62464,18432,0.1525,0.9649,12.4997
datasets/BPI_Challenge_2019.xes,last3,800,ACF,122,36,9572,9342272,2756736,0.004,0.0255,0.8261
datasets/BPI_Challenge_2019.xes,last5,800,Baseline,122,36,5,1220,360,0.003,0.0191,
datasets/BPI_Challenge_2019.xes,last5,800,OHE,122,36,73,7812,2248,0.0026,0.0166,
datasets/BPI_Challenge_2019.xes,last5,800,Bigram,122,36,61,59536,17568,0.0027,0.0174,
datasets/BPI_Challenge_2019.xes,last5,800,W2V,122,36,48,23424,13824,0.0004,0.0025,0.0059
datasets/BPI_Challenge_2019.xes,last5,800,D2V,122,36,64,31232,9216,0.0596,0.3771,5.6976
datasets/BPI_Challenge_2019.xes,last5,800,BERT,122,36,128,62464,18432,0.1481,0.9373,12.6815
datasets/BPI_Challenge_2019.xes,last5,800,ACF,122,36,9572,9342272,2756736,0.0049,0.031,0.7971
datasets/BPI_Challenge_2019.xes,last10,800,Baseline,122,36,10,2440,720,0.0051,0.0324,
datasets/BPI_Challenge_2019.xes,last10,800,OHE,122,36,144,15132,4336,0.0035,0.022,
datasets/BPI_Challenge_2019.xes,last10,800,Bigram,122,36,73,71248,21024,0.0037,0.0231,
datasets/BPI_Challenge_2019.xes,last10,800,W2V,122,36,48,23424,13824,0.0004,0.0025,0.0067
datasets/BPI_Challenge_2019.xes,last10,800,D2V,122,36,64,31232,9216,0.0642,0.406,6.0211
datasets/BPI_Challenge_2019.xes,last10,800,BERT,122,36,128,62464,18432,0.1378,0.8721,12.7406
datasets/BPI_Challenge_2019.xes,last10,800,ACF,122,36,9572,9342272,2756736,0.0076,0.0483,0.7611
datasets/BPI_Challenge_2019.xes,last20,800,Baseline,122,36,20,4880,1440,0.0091,0.0574,
datasets/BPI_Challenge_2019.xes,last20,800,OHE,122,36,279,29772,8512,0.0057,0.0361,
datasets/BPI_Challenge_2019.xes,last20,800,Bigram,122,36,80,78080,23040,0.0043,0.0274,
datasets/BPI_Challenge_2019.xes,last20,800,W2V,122,36,48,23424,13824,0.0004,0.0024,0.0081
datasets/BPI_Challenge_2019.xes,last20,800,D2V,122,36,64,31232,9216,0.0749,0.4739,5.6264
datasets/BPI_Challenge_2019.xes,last20,800,BERT,122,36,128,62464,18432,0.1578,0.9989,11.9673
datasets/BPI_Challenge_2019.xes,last20,800,ACF,122,36,9572,9342272,2756736,0.0133,0.0841,0.7764
datasets/BPI_Challenge_2019.xes,prefix,100,Baseline,258,65,100,51600,13000,0.0425,0.1317,
datasets/BPI_Challenge_2019.xes,prefix,100,OHE,258,65,1697,310636,76620,0.0277,0.0858,
datasets/BPI_Challenge_2019.xes,prefix,100,Bigram,258,65,132,272448,68640,0.0173,0.0537,
datasets/BPI_Challenge_2019.xes,prefix,100,W2V,258,65,48,49536,24960,0.0008,0.0024,0.04
datasets/BPI_Challenge_2019.xes,prefix,100,D2V,258,65,64,66048,16640,0.2772,0.8582,5.6071
