dataset;strategy;length_or_k;method;accuracy;f1_score;train_size;test_size;status;grid_search_time;rf_max_depth;rf_max_features;rf_min_samples_leaf;rf_min_samples_split;rf_n_estimators
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;50;BERT;0.680140085;0.576826434;31627;6853;Success;430.7661586;10;log2;1;2;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;50;ACF;0.673135853;0.57116514;31627;6853;Success;159.9052279;10;log2;1;2;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;75;OHE;0.680462678;0.560693828;26548;5533;Success;72.66667366;10;sqrt;2;5;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;75;Bigram;0.676667269;0.555172565;26548;5533;Success;27.92732477;10;sqrt;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;75;W2V;0.677932406;0.60281336;26548;5533;Success;19.17675328;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;75;D2V;0.675221399;0.557912889;26548;5533;Success;304.560739;10;log2;2;5;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;75;BERT;0.672691126;0.557824504;26548;5533;Success;340.5827858;10;log2;2;5;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;75;ACF;0.66907645;0.564224073;26548;5533;Success;164.1656928;10;log2;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;100;OHE;0.683188212;0.558508907;22605;4479;Success;65.55554628;10;sqrt;1;5;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;100;Bigram;0.682741683;0.562347908;22605;4479;Success;23.06926465;10;sqrt;1;5;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;100;W2V;0.682518419;0.567178876;22605;4479;Success;14.52342629;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;100;D2V;0.679392722;0.562019284;22605;4479;Success;245.6113963;10;log2;2;5;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;100;BERT;0.676490288;0.566546567;22605;4479;Success;262.3468716;10;log2;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;100;ACF;0.66197812;0.564211622;22605;4479;Success;158.523375;10;log2;1;5;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;125;OHE;0.682926829;0.554259456;19398;3567;Success;64.14471602;10;log2;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;125;Bigram;0.682646482;0.564201416;19398;3567;Success;19.90359855;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;125;W2V;0.684328567;0.568122052;19398;3567;Success;13.22313786;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;125;D2V;0.680964396;0.56443162;19398;3567;Success;192.0882912;10;log2;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;125;BERT;0.676478834;0.563805928;19398;3567;Success;212.026232;10;sqrt;2;5;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;125;ACF;0.677880572;0.575003369;19398;3567;Success;150.2595029;10;log2;1;5;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;150;OHE;0.691239316;0.565043383;16765;2808;Success;58.79978657;10;log2;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;150;Bigram;0.690883191;0.565645205;16765;2808;Success;16.38842726;10;sqrt;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;150;W2V;0.691951567;0.580231186;16765;2808;Success;10.96051574;10;log2;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;150;D2V;0.691595442;0.569201346;16765;2808;Success;154.7994063;10;log2;2;2;200
