dataset,strategy,length_or_k,method,n_train_traces,n_test_traces,n_features,train_matrix_bytes,test_matrix_bytes,encode_time_seconds,encode_time_per_trace_ms,pretrain_time_seconds
datasets/BPI_Challenge_2013_Incidents.xes,last3,30,ACF,310,86,381,944880,262128,0.0022,0.0057,0.0366
datasets/BPI_Challenge_2013_Incidents.xes,last5,30,Baseline,310,86,5,3100,860,0.003,0.0075,
datasets/BPI_Challenge_2013_Incidents.xes,last5,30,OHE,310,86,15,19844,5508,0.0031,0.0079,
datasets/BPI_Challenge_2013_Incidents.xes,last5,30,Bigram,310,86,12,29760,8256,0.002,0.0051,
datasets/BPI_Challenge_2013_Incidents.xes,last5,30,W2V,310,86,48,59520,16512,0.0011,0.0027,0.0083
datasets/BPI_Challenge_2013_Incidents.xes,last5,30,D2V,310,86,64,79360,22016,0.1483,0.3746,0.9953
datasets/BPI_Challenge_2013_Incidents.xes,last5,30,BERT,310,86,128,158720,44032,0.344,0.8686,28.1929
datasets/BPI_Challenge_2013_Incidents.xes,last5,30,ACF,310,86,381,944880,262128,0.0023,0.0059,0.0361
datasets/BPI_Challenge_2013_Incidents.xes,last10,30,Baseline,310,86,10,6200,1720,0.005,0.0126,
datasets/BPI_Challenge_2013_Incidents.xes,last10,30,OHE,310,86,30,38444,10668,0.0044,0.0112,
datasets/BPI_Challenge_2013_Incidents.xes,last10,30,Bigram,310,86,12,29760,8256,0.0026,0.0067,
datasets/BPI_Challenge_2013_Incidents.xes,last10,30,W2V,310,86,48,59520,16512,0.001,0.0024,0.0092
datasets/BPI_Challenge_2013_Incidents.xes,last10,30,D2V,310,86,64,79360,22016,0.1594,0.4025,1.2186
datasets/BPI_Challenge_2013_Incidents.xes,last10,30,BERT,310,86,128,158720,44032,0.3759,0.9491,29.11
datasets/BPI_Challenge_2013_Incidents.xes,last10,30,ACF,310,86,381,944880,262128,0.003,0.0077,0.0397
datasets/BPI_Challenge_2013_Incidents.xes,last20,30,Baseline,310,86,20,12400,3440,0.011,0.0278,
datasets/BPI_Challenge_2013_Incidents.xes,last20,30,OHE,310,86,60,75644,20988,0.0077,0.0194,
datasets/BPI_Challenge_2013_Incidents.xes,last20,30,Bigram,310,86,12,29760,8256,0.0032,0.008,
datasets/BPI_Challenge_2013_Incidents.xes,last20,30,W2V,310,86,48,59520,16512,0.001,0.0026,0.0148
datasets/BPI_Challenge_2013_Incidents.xes,last20,30,D2V,310,86,64,79360,22016,0.1677,0.4234,1.1241
datasets/BPI_Challenge_2013_Incidents.xes,last20,30,BERT,310,86,128,158720,44032,0.3389,0.8558,30.3003
datasets/BPI_Challenge_2013_Incidents.xes,last20,30,ACF,310,86,381,944880,262128,0.0048,0.0122,0.0379
datasets/BPI_Challenge_2013_Incidents.xes,last3,40,Baseline,263,74,3,1578,444,0.0022,0.0065,
datasets/BPI_Challenge_2013_Incidents.xes,last3,40,OHE,263,74,9,10524,2964,0.0019,0.0056,
datasets/BPI_Challenge_2013_Incidents.xes,last3,40,Bigram,263,74,12,25248,7104,0.0013,0.0039,
datasets/BPI_Challenge_2013_Incidents.xes,last3,40,W2V,263,74,48,50496,14208,0.0008,0.0023,0.0072
datasets/BPI_Challenge_2013_Incidents.xes,last3,40,D2V,263,74,64,67328,18944,0.1181,0.3503,0.9408
datasets/BPI_Challenge_2013_Incidents.xes,last3,40,BERT,263,74,128,134656,37888,0.2881,0.8548,27.6203
datasets/BPI_Challenge_2013_Incidents.xes,last3,40,ACF,263,74,381,801624,225552,0.0017,0.0051,0.0318
datasets/BPI_Challenge_2013_Incidents.xes,last5,40,Baseline,263,74,5,2630,740,0.0048,0.0144,
datasets/BPI_Challenge_2013_Incidents.xes,last5,40,OHE,263,74,15,16836,4740,0.0033,0.0097,
datasets/BPI_Challenge_2013_Incidents.xes,last5,40,Bigram,263,74,12,25248,7104,0.0016,0.0048,
datasets/BPI_Challenge_2013_Incidents.xes,last5,40,W2V,263,74,48,50496,14208,0.0009,0.0026,0.0068
datasets/BPI_Challenge_2013_Incidents.xes,last5,40,D2V,263,74,64,67328,18944,0.1272,0.3774,0.8834
datasets/BPI_Challenge_2013_Incidents.xes,last5,40,BERT,263,74,128,134656,37888,0.2945,0.8739,26.8317
datasets/BPI_Challenge_2013_Incidents.xes,last5,40,ACF,263,74,381,801624,225552,0.0022,0.0066,0.0319
datasets/BPI_Challenge_2013_Incidents.xes,last10,40,Baseline,263,74,10,5260,1480,0.0049,0.0145,
datasets/BPI_Challenge_2013_Incidents.xes,last10,40,OHE,263,74,30,32616,9180,0.0041,0.0121,
datasets/BPI_Challenge_2013_Incidents.xes,last10,40,Bigram,263,74,12,25248,7104,0.002,0.0059,
datasets/BPI_Challenge_2013_Incidents.xes,last10,40,W2V,263,74,48,50496,14208,0.0009,0.0026,0.0084
datasets/BPI_Challenge_2013_Incidents.xes,last10,40,D2V,263,74,64,67328,18944,0.1291,0.383,0.89
datasets/BPI_Challenge_2013_Incidents.xes,last10,40,BERT,263,74,128,134656,37888,0.2926,0.8684,26.472
datasets/BPI_Challenge_2013_Incidents.xes,last10,40,ACF,263,74,381,801624,225552,0.0026,0.0076,0.0355
datasets/BPI_Challenge_2013_Incidents.xes,last20,40,Baseline,263,74,20,10520,2960,0.0106,0.0315,
datasets/BPI_Challenge_2013_Incidents.xes,last20,40,OHE,263,74,60,64176,18060,0.008,0.0236,
datasets/BPI_Challenge_2013_Incidents.xes,last20,40,Bigram,263,74,12,25248,7104,0.0029,0.0086,
datasets/BPI_Challenge_2013_Incidents.xes,last20,40,W2V,263,74,48,50496,14208,0.0013,0.0039,0.0116
datasets/BPI_Challenge_2013_Incidents.xes,last20,40,D2V,263,74,64,67328,18944,0.1909,0.5664,0.9613
datasets/BPI_Challenge_2013_Incidents.xes,last20,40,BERT,263,74,128,134656,37888,0.5719,1.6971,28.9672
datasets/BPI_Challenge_2013_Incidents.xes,last20,40,ACF,263,74,381,801624,225552,0.0054,0.016,0.0589
datasets/BPI_Challenge_2013_Incidents.xes,last3,50,Baseline,231,60,3,1386,360,0.0038,0.0131,
datasets/BPI_Challenge_2013_Incidents.xes,last3,50,OHE,231,60,9,9244,2404,0.0029,0.01,
datasets/BPI_Challenge_2013_Incidents.xes,last3,50,Bigram,231,60,12,22176,5760,0.0013,0.0043,
datasets/BPI_Challenge_2013_Incidents.xes,last3,50,W2V,231,60,48,44352,11520,0.0008,0.0026,0.0079
datasets/BPI_Challenge_2013_Incidents.xes,last3,50,D2V,231,60,64,59136,15360,0.1015,0.3489,1.0724
datasets/BPI_Challenge_2013_Incidents.xes,last3,50,BERT,231,60,128,118272,30720,0.2547,0.8753,28.9155
datasets/BPI_Challenge_2013_Incidents.xes,last3,50,ACF,231,60,381,704088,182880,0.0017,0.0058,0.0341
datasets/BPI_Challenge_2013_Incidents.xes,last5,50,Baseline,231,60,5,2310,600,0.0038,0.0132,
datasets/BPI_Challenge_2013_Incidents.xes,last5,50,OHE,231,60,15,14788,3844,0.0026,0.0088,
datasets/BPI_Challenge_2013_Incidents.xes,last5,50,Bigram,231,60,12,22176,5760,0.0015,0.0053,
datasets/BPI_Challenge_2013_Incidents.xes,last5,50,W2V,231,60,48,44352,11520,0.0007,0.0024,0.0069
datasets/BPI_Challenge_2013_Incidents.xes,last5,50,D2V,231,60,64,59136,15360,0.1073,0.3686,0.9445
datasets/BPI_Challenge_2013_Incidents.xes,last5,50,BERT,231,60,128,118272,30720,0.3591,1.2341,28.9617
datasets/BPI_Challenge_2013_Incidents.xes,last5,50,ACF,231,60,381,704088,182880,0.0035,0.0121,0.038
datasets/BPI_Challenge_2013_Incidents.xes,last10,50,Baseline,231,60,10,4620,1200,0.0059,0.0204,
datasets/BPI_Challenge_2013_Incidents.xes,last10,50,OHE,231,60,30,28648,7444,0.0047,0.0163,
datasets/BPI_Challenge_2013_Incidents.xes,last10,50,Bigram,231,60,12,22176,5760,0.0024,0.0081,
datasets/BPI_Challenge_2013_Incidents.xes,last10,50,W2V,231,60,48,44352,11520,0.0007,0.0025,0.0094
datasets/BPI_Challenge_2013_Incidents.xes,last10,50,D2V,231,60,64,59136,15360,0.1187,0.4079,1.0116
datasets/BPI_Challenge_2013_Incidents.xes,last10,50,BERT,231,60,128,118272,30720,0.3062,1.0522,27.81
datasets/BPI_Challenge_2013_Incidents.xes,last10,50,ACF,231,60,381,704088,182880,0.0027,0.0093,0.04
datasets/BPI_Challenge_2013_Incidents.xes,last20,50,Baseline,231,60,20,9240,2400,0.0108,0.0372,
datasets/BPI_Challenge_2013_Incidents.xes,last20,50,OHE,231,60,60,56368,14644,0.0078,0.0268,
datasets/BPI_Challenge_2013_Incidents.xes,last20,50,Bigram,231,60,12,22176,5760,0.0025,0.0086,
datasets/BPI_Challenge_2013_Incidents.xes,last20,50,W2V,231,60,48,44352,11520,0.0009,0.0032,0.0117
datasets/BPI_Challenge_2013_Incidents.xes,last20,50,D2V,231,60,64,59136,15360,0.1277,0.4388,1.0702
datasets/BPI_Challenge_2013_Incidents.xes,last20,50,BERT,231,60,128,118272,30720,0.3897,1.3392,28.9083
datasets/BPI_Challenge_2013_Incidents.xes,last20,50,ACF,231,60,381,704088,182880,0.0042,0.0145,0.0377
datasets/BPI_Challenge_2013_Incidents.xes,last3,75,Baseline,178,44,3,1068,264,0.0027,0.012,
datasets/BPI_Challenge_2013_Incidents.xes,last3,75,OHE,178,44,9,7124,1764,0.0022,0.0098,
datasets/BPI_Challenge_2013_Incidents.xes,last3,75,Bigram,178,44,12,17088,4224,0.001,0.0044,
datasets/BPI_Challenge_2013_Incidents.xes,last3,75,W2V,178,44,48,34176,8448,0.0005,0.0024,0.0072
datasets/BPI_Challenge_2013_Incidents.xes,last3,75,D2V,178,44,64,45568,11264,0.0779,0.3508,1.1387
datasets/BPI_Challenge_2013_Incidents.xes,last3,75,BERT,178,44,128,91136,22528,0.1925,0.8673,29.1914
datasets/BPI_Challenge_2013_Incidents.xes,last3,75,ACF,178,44,381,542544,134112,0.0012,0.0056,0.0323
datasets/BPI_Challenge_2013_Incidents.xes,last5,75,Baseline,178,44,5,1780,440,0.0036,0.016,
datasets/BPI_Challenge_2013_Incidents.xes,last5,75,OHE,178,44,15,11396,2820,0.0027,0.0121,
datasets/BPI_Challenge_2013_Incidents.xes,last5,75,Bigram,178,44,12,17088,4224,0.0011,0.0049,
datasets/BPI_Challenge_2013_Incidents.xes,last5,75,W2V,178,44,48,34176,8448,0.0006,0.0027,0.0061
datasets/BPI_Challenge_2013_Incidents.xes,last5,75,D2V,178,44,64,45568,11264,0.0802,0.3612,0.9099
datasets/BPI_Challenge_2013_Incidents.xes,last5,75,BERT,178,44,128,91136,22528,0.2116,0.9531,28.7882
datasets/BPI_Challenge_2013_Incidents.xes,last5,75,ACF,178,44,381,542544,134112,0.0013,0.006,0.0331
datasets/BPI_Challenge_2013_Incidents.xes,last10,75,Baseline,178,44,10,3560,880,0.0047,0.0214,
datasets/BPI_Challenge_2013_Incidents.xes,last10,75,OHE,178,44,30,22076,5460,0.0034,0.0152,
datasets/BPI_Challenge_2013_Incidents.xes,last10,75,Bigram,178,44,12,17088,4224,0.0013,0.006,
datasets/BPI_Challenge_2013_Incidents.xes,last10,75,W2V,178,44,48,34176,8448,0.0005,0.0024,0.008
datasets/BPI_Challenge_2013_Incidents.xes,last10,75,D2V,178,44,64,45568,11264,0.0863,0.3886,0.9125
datasets/BPI_Challenge_2013_Incidents.xes,last10,75,BERT,178,44,128,91136,22528,0.1939,0.8734,26.43
datasets/BPI_Challenge_2013_Incidents.xes,last10,75,ACF,178,44,381,542544,134112,0.0017,0.0078,0.0313
datasets/BPI_Challenge_2013_Incidents.xes,last20,75,Baseline,178,44,20,7120,1760,0.0086,0.0387,
datasets/BPI_Challenge_2013_Incidents.xes,last20,75,OHE,178,44,60,43436,10740,0.0052,0.0235,
datasets/BPI_Challenge_2013_Incidents.xes,last20,75,Bigram,178,44,12,17088,4224,0.0018,0.008,
datasets/BPI_Challenge_2013_Incidents.xes,last20,75,W2V,178,44,48,34176,8448,0.0005,0.0024,0.009
datasets/BPI_Challenge_2013_Incidents.xes,last20,75,D2V,178,44,64,45568,11264,0.094,0.4235,1.066
datasets/BPI_Challenge_2013_Incidents.xes,last20,75,BERT,178,44,128,91136,22528,0.2379,1.0716,26.7267
datasets/BPI_Challenge_2013_Incidents.xes,last20,75,ACF,178,44,381,542544,134112,0.0025,0.0111,0.0369
datasets/BPI_Challenge_2013_Incidents.xes,last3,100,Baseline,138,40,3,828,240,0.0022,0.0125,
datasets/BPI_Challenge_2013_Incidents.xes,last3,100,OHE,138,40,9,5524,1604,0.0024,0.0134,
datasets/BPI_Challenge_2013_Incidents.xes,last3,100,Bigram,138,40,11,12144,3520,0.0009,0.0048,
datasets/BPI_Challenge_2013_Incidents.xes,last3,100,W2V,138,40,48,26496,7680,0.0004,0.0024,0.0053
datasets/BPI_Challenge_2013_Incidents.xes,last3,100,D2V,138,40,64,35328,10240,0.0716,0.4022,0.9781
datasets/BPI_Challenge_2013_Incidents.xes,last3,100,BERT,138,40,128,70656,20480,0.2082,1.1696,27.1174
datasets/BPI_Challenge_2013_Incidents.xes,last3,100,ACF,138,40,381,420624,121920,0.0016,0.0089,0.0384
datasets/BPI_Challenge_2013_Incidents.xes,last5,100,Baseline,138,40,5,1380,400,0.0042,0.0236,
datasets/BPI_Challenge_2013_Incidents.xes,last5,100,OHE,138,40,15,8836,2564,0.0033,0.0184,
datasets/BPI_Challenge_2013_Incidents.xes,last5,100,Bigram,138,40,12,13248,3840,0.0012,0.0068,
datasets/BPI_Challenge_2013_Incidents.xes,last5,100,W2V,138,40,48,26496,7680,0.0005,0.0029,0.0075
datasets/BPI_Challenge_2013_Incidents.xes,last5,100,D2V,138,40,64,35328,10240,0.0687,0.3857,1.0993
datasets/BPI_Challenge_2013_Incidents.xes,last5,100,BERT,138,40,128,70656,20480,0.214,1.2021,28.107
datasets/BPI_Challenge_2013_Incidents.xes,last5,100,ACF,138,40,381,420624,121920,0.0012,0.007,0.0403
datasets/BPI_Challenge_2013_Incidents.xes,last10,100,Baseline,138,40,10,2760,800,0.0056,0.0316,
datasets/BPI_Challenge_2013_Incidents.xes,last10,100,OHE,138,40,30,17116,4964,0.0037,0.0205,
datasets/BPI_Challenge_2013_Incidents.xes,last10,100,Bigram,138,40,12,13248,3840,0.0013,0.0075,
datasets/BPI_Challenge_2013_Incidents.xes,last10,100,W2V,138,40,48,26496,7680,0.0005,0.0029,0.0067
datasets/BPI_Challenge_2013_Incidents.xes,last10,100,D2V,138,40,64,35328,10240,0.0737,0.4139,0.9913
datasets/BPI_Challenge_2013_Incidents.xes,last10,100,BERT,138,40,128,70656,20480,0.2121,1.1916,30.1385
datasets/BPI_Challenge_2013_Incidents.xes,last10,100,ACF,138,40,381,420624,121920,0.0014,0.0078,0.0374
datasets/BPI_Challenge_2013_Incidents.xes,last20,100,Baseline,138,40,20,5520,1600,0.0091,0.0511,
datasets/BPI_Challenge_2013_Incidents.xes,last20,100,OHE,138,40,60,33676,9764,0.0055,0.0308,
datasets/BPI_Challenge_2013_Incidents.xes,last20,100,Bigram,138,40,12,13248,3840,0.0021,0.0119,
datasets/BPI_Challenge_2013_Incidents.xes,last20,100,W2V,138,40,48,26496,7680,0.0005,0.003,0.0089
datasets/BPI_Challenge_2013_Incidents.xes,last20,100,D2V,138,40,64,35328,10240,0.0795,0.4464,1.2256
datasets/BPI_Challenge_2013_Incidents.xes,last20,100,BERT,138,40,128,70656,20480,0.2095,1.1767,28.8846
datasets/BPI_Challenge_2013_Incidents.xes,last20,100,ACF,138,40,381,420624,121920,0.0027,0.0153,0.0389
datasets/BPI_Challenge_2013_Incidents.xes,last3,125,Baseline,115,32,3,690,192,0.0041,0.0276,
datasets/BPI_Challenge_2013_Incidents.xes,last3,125,OHE,115,32,9,4604,1284,0.0052,0.0351,
datasets/BPI_Challenge_2013_Incidents.xes,last3,125,Bigram,115,32,12,11040,3072,0.0009,0.0059,
datasets/BPI_Challenge_2013_Incidents.xes,last3,125,W2V,115,32,48,22080,6144,0.0006,0.004,0.0069
datasets/BPI_Challenge_2013_Incidents.xes,last3,125,D2V,115,32,64,29440,8192,0.0569,0.3869,1.4407
datasets/BPI_Challenge_2013_Incidents.xes,last3,125,BERT,115,32,128,58880,16384,0.1592,1.083,29.2151
datasets/BPI_Challenge_2013_Incidents.xes,last3,125,ACF,115,32,381,350520,97536,0.0009,0.0061,0.0512
datasets/BPI_Challenge_2013_Incidents.xes,last5,125,Baseline,115,32,5,1150,320,0.0028,0.0189,
datasets/BPI_Challenge_2013_Incidents.xes,last5,125,OHE,115,32,15,7364,2052,0.0026,0.0176,
datasets/BPI_Challenge_2013_Incidents.xes,last5,125,Bigram,115,32,12,11040,3072,0.0008,0.0057,
datasets/BPI_Challenge_2013_Incidents.xes,last5,125,W2V,115,32,48,22080,6144,0.0005,0.0033,0.0061
datasets/BPI_Challenge_2013_Incidents.xes,last5,125,D2V,115,32,64,29440,8192,0.066,0.4492,1.0992
datasets/BPI_Challenge_2013_Incidents.xes,last5,125,BERT,115,32,128,58880,16384,0.1509,1.0266,26.9644
datasets/BPI_Challenge_2013_Incidents.xes,last5,125,ACF,115,32,381,350520,97536,0.001,0.007,0.0352
datasets/BPI_Challenge_2013_Incidents.xes,last10,125,Baseline,115,32,10,2300,640,0.0048,0.0325,
datasets/BPI_Challenge_2013_Incidents.xes,last10,125,OHE,115,32,30,14264,3972,0.0032,0.0217,
datasets/BPI_Challenge_2013_Incidents.xes,last10,125,Bigram,115,32,12,11040,3072,0.001,0.0066,
datasets/BPI_Challenge_2013_Incidents.xes,last10,125,W2V,115,32,48,22080,6144,0.0004,0.0028,0.006
datasets/BPI_Challenge_2013_Incidents.xes,last10,125,D2V,115,32,64,29440,8192,0.059,0.4011,1.239
datasets/BPI_Challenge_2013_Incidents.xes,last10,125,BERT,115,32,128,58880,16384,0.1363,0.9273,26.1129
datasets/BPI_Challenge_2013_Incidents.xes,last10,125,ACF,115,32,381,350520,97536,0.0012,0.0081,0.0373
datasets/BPI_Challenge_2013_Incidents.xes,last20,125,Baseline,115,32,20,4600,1280,0.0163,0.1106,
datasets/BPI_Challenge_2013_Incidents.xes,last20,125,OHE,115,32,60,28064,7812,0.0111,0.0755,
datasets/BPI_Challenge_2013_Incidents.xes,last20,125,Bigram,115,32,12,11040,3072,0.0016,0.0111,
datasets/BPI_Challenge_2013_Incidents.xes,last20,125,W2V,115,32,48,22080,6144,0.0009,0.0058,0.0073
datasets/BPI_Challenge_2013_Incidents.xes,last20,125,D2V,115,32,64,29440,8192,0.0761,0.5174,0.9446
datasets/BPI_Challenge_2013_Incidents.xes,last20,125,BERT,115,32,128,58880,16384,0.2006,1.365,27.3893
datasets/BPI_Challenge_2013_Incidents.xes,last20,125,ACF,115,32,381,350520,97536,0.0019,0.0126,0.0434
datasets/BPI_Challenge_2013_Incidents.xes,last3,150,Baseline,92,26,3,552,156,0.0021,0.0175,
datasets/BPI_Challenge_2013_Incidents.xes,last3,150,OHE,92,26,9,3684,1044,0.0019,0.0161,
datasets/BPI_Challenge_2013_Incidents.xes,last3,150,Bigram,92,26,12,8832,2496,0.0007,0.0057,
datasets/BPI_Challenge_2013_Incidents.xes,last3,150,W2V,92,26,48,17664,4992,0.0003,0.0025,0.0061
datasets/BPI_Challenge_2013_Incidents.xes,last3,150,D2V,92,26,64,23552,6656,0.042,0.3563,0.9661
datasets/BPI_Challenge_2013_Incidents.xes,last3,150,BERT,92,26,128,47104,13312,0.1042,0.883,26.1528
datasets/BPI_Challenge_2013_Incidents.xes,last3,150,ACF,92,26,381,280416,79248,0.0007,0.0055,0.0323
datasets/BPI_Challenge_2013_Incidents.xes,last5,150,Baseline,92,26,5,920,260,0.0034,0.029,
datasets/BPI_Challenge_2013_Incidents.xes,last5,150,OHE,92,26,15,5892,1668,0.0031,0.0265,
datasets/BPI_Challenge_2013_Incidents.xes,last5,150,Bigram,92,26,12,8832,2496,0.0007,0.0059,
datasets/BPI_Challenge_2013_Incidents.xes,last5,150,W2V,92,26,48,17664,4992,0.0003,0.0029,0.005
datasets/BPI_Challenge_2013_Incidents.xes,last5,150,D2V,92,26,64,23552,6656,0.0437,0.3704,0.9043
datasets/BPI_Challenge_2013_Incidents.xes,last5,150,BERT,92,26,128,47104,13312,0.1006,0.8522,25.779
