dataset,strategy,length_or_k,method,n_train_traces,n_test_traces,n_features,train_matrix_bytes,test_matrix_bytes,encode_time_seconds,encode_time_per_trace_ms,pretrain_time_seconds
datasets/BPI_Challenge_2013_Incidents.xes,last5,150,ACF,92,26,381,280416,79248,0.0008,0.0067,0.0338
datasets/BPI_Challenge_2013_Incidents.xes,last10,150,Baseline,92,26,10,1840,520,0.0046,0.0392,
datasets/BPI_Challenge_2013_Incidents.xes,last10,150,OHE,92,26,30,11412,3228,0.0032,0.0273,
datasets/BPI_Challenge_2013_Incidents.xes,last10,150,Bigram,92,26,12,8832,2496,0.0008,0.0066,
datasets/BPI_Challenge_2013_Incidents.xes,last10,150,W2V,92,26,48,17664,4992,0.0003,0.0024,0.006
datasets/BPI_Challenge_2013_Incidents.xes,last10,150,D2V,92,26,64,23552,6656,0.0453,0.3842,0.8712
datasets/BPI_Challenge_2013_Incidents.xes,last10,150,BERT,92,26,128,47104,13312,0.1021,0.8656,26.1584
datasets/BPI_Challenge_2013_Incidents.xes,last10,150,ACF,92,26,381,280416,79248,0.001,0.0087,0.0356
datasets/BPI_Challenge_2013_Incidents.xes,last20,150,Baseline,92,26,20,3680,1040,0.0084,0.0713,
datasets/BPI_Challenge_2013_Incidents.xes,last20,150,OHE,92,26,60,22452,6348,0.005,0.0426,
datasets/BPI_Challenge_2013_Incidents.xes,last20,150,Bigram,92,26,12,8832,2496,0.0011,0.0096,
datasets/BPI_Challenge_2013_Incidents.xes,last20,150,W2V,92,26,48,17664,4992,0.0003,0.0026,0.008
datasets/BPI_Challenge_2013_Incidents.xes,last20,150,D2V,92,26,64,23552,6656,0.051,0.4325,0.8676
datasets/BPI_Challenge_2013_Incidents.xes,last20,150,BERT,92,26,128,47104,13312,0.1078,0.9137,25.7323
datasets/BPI_Challenge_2013_Incidents.xes,last20,150,ACF,92,26,381,280416,79248,0.0014,0.0115,0.0316
datasets/BPI_Challenge_2013_Incidents.xes,prefix,10,Baseline,552,144,10,11040,2880,0.0058,0.0084,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,10,OHE,552,144,30,68452,17848,0.0048,0.0069,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,10,Bigram,552,144,13,57408,14976,0.0045,0.0065,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,10,W2V,552,144,48,105984,27648,0.0017,0.0025,0.0305
datasets/BPI_Challenge_2013_Incidents.xes,prefix,10,D2V,552,144,64,141312,36864,0.2688,0.3863,0.9079
datasets/BPI_Challenge_2013_Incidents.xes,prefix,10,BERT,552,144,128,282624,73728,0.6746,0.9692,27.5898
datasets/BPI_Challenge_2013_Incidents.xes,prefix,10,ACF,552,144,381,1682496,438912,0.006,0.0086,0.0364
datasets/BPI_Challenge_2013_Incidents.xes,prefix,20,Baseline,389,109,20,15560,4360,0.0097,0.0195,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,20,OHE,389,109,59,94920,26588,0.0064,0.0128,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,20,Bigram,389,109,11,34232,9592,0.0035,0.007,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,20,W2V,389,109,48,74688,20928,0.0012,0.0023,0.0173
datasets/BPI_Challenge_2013_Incidents.xes,prefix,20,D2V,389,109,64,99584,27904,0.2091,0.42,0.9747
datasets/BPI_Challenge_2013_Incidents.xes,prefix,20,BERT,389,109,128,199168,55808,0.4098,0.823,26.3576
datasets/BPI_Challenge_2013_Incidents.xes,prefix,20,ACF,389,109,381,1185672,332232,0.0056,0.0112,0.0334
datasets/BPI_Challenge_2013_Incidents.xes,prefix,30,Baseline,310,86,30,18600,5160,0.0132,0.0333,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,30,OHE,310,86,89,112844,31296,0.0083,0.0209,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,30,Bigram,310,86,11,27280,7568,0.0036,0.0091,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,30,W2V,310,86,48,59520,16512,0.0009,0.0023,0.0145
datasets/BPI_Challenge_2013_Incidents.xes,prefix,30,D2V,310,86,64,79360,22016,0.1833,0.4629,0.847
datasets/BPI_Challenge_2013_Incidents.xes,prefix,30,BERT,310,86,128,158720,44032,0.3475,0.8775,26.3812
datasets/BPI_Challenge_2013_Incidents.xes,prefix,30,ACF,310,86,381,944880,262128,0.0055,0.014,0.0364
datasets/BPI_Challenge_2013_Incidents.xes,prefix,40,Baseline,263,74,40,21040,5920,0.019,0.0565,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,40,OHE,263,74,119,127296,35808,0.0113,0.0336,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,40,Bigram,263,74,11,23144,6512,0.0047,0.0138,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,40,W2V,263,74,48,50496,14208,0.0009,0.0025,0.0168
datasets/BPI_Challenge_2013_Incidents.xes,prefix,40,D2V,263,74,64,67328,18944,0.1679,0.4982,0.8833
datasets/BPI_Challenge_2013_Incidents.xes,prefix,40,BERT,263,74,128,134656,37888,0.2835,0.8413,27.2299
datasets/BPI_Challenge_2013_Incidents.xes,prefix,40,ACF,263,74,381,801624,225552,0.006,0.0178,0.0375
datasets/BPI_Challenge_2013_Incidents.xes,prefix,50,Baseline,231,60,50,23100,6000,0.0196,0.0675,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,50,OHE,231,60,149,139528,36232,0.0137,0.047,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,50,Bigram,231,60,11,20328,5280,0.004,0.0138,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,50,W2V,231,60,48,44352,11520,0.0007,0.0024,0.0206
datasets/BPI_Challenge_2013_Incidents.xes,prefix,50,D2V,231,60,64,59136,15360,0.1551,0.5331,0.8811
datasets/BPI_Challenge_2013_Incidents.xes,prefix,50,BERT,231,60,128,118272,30720,0.2427,0.8339,27.2352
datasets/BPI_Challenge_2013_Incidents.xes,prefix,50,ACF,231,60,381,704088,182880,0.0061,0.021,0.0312
datasets/BPI_Challenge_2013_Incidents.xes,prefix,75,Baseline,178,44,75,26700,6600,0.0293,0.1322,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,75,OHE,178,44,224,160916,39768,0.019,0.0855,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,75,Bigram,178,44,11,15664,3872,0.0046,0.0205,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,75,W2V,178,44,48,34176,8448,0.0006,0.0029,0.0201
datasets/BPI_Challenge_2013_Incidents.xes,prefix,75,D2V,178,44,64,45568,11264,0.1367,0.6156,0.8383
datasets/BPI_Challenge_2013_Incidents.xes,prefix,75,BERT,178,44,128,91136,22528,0.1946,0.8765,26.5333
datasets/BPI_Challenge_2013_Incidents.xes,prefix,75,ACF,178,44,381,542544,134112,0.0069,0.0311,0.0337
datasets/BPI_Challenge_2013_Incidents.xes,prefix,100,Baseline,138,40,100,27600,8000,0.0373,0.2097,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,100,OHE,138,40,298,166156,48140,0.0212,0.1191,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,100,Bigram,138,40,11,12144,3520,0.0044,0.0245,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,100,W2V,138,40,48,26496,7680,0.0008,0.0046,0.0185
datasets/BPI_Challenge_2013_Incidents.xes,prefix,100,D2V,138,40,64,35328,10240,0.1284,0.7216,0.8478
datasets/BPI_Challenge_2013_Incidents.xes,prefix,100,BERT,138,40,128,70656,20480,0.1579,0.8873,25.7439
datasets/BPI_Challenge_2013_Incidents.xes,prefix,100,ACF,138,40,381,420624,121920,0.0073,0.0412,0.0334
datasets/BPI_Challenge_2013_Incidents.xes,prefix,125,Baseline,115,32,125,28750,8000,0.0486,0.3305,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,125,OHE,115,32,373,172964,48120,0.027,0.1836,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,125,Bigram,115,32,11,10120,2816,0.0044,0.0302,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,125,W2V,115,32,48,22080,6144,0.0004,0.0024,0.0236
datasets/BPI_Challenge_2013_Incidents.xes,prefix,125,D2V,115,32,64,29440,8192,0.1165,0.7925,0.8584
datasets/BPI_Challenge_2013_Incidents.xes,prefix,125,BERT,115,32,128,58880,16384,0.134,0.9116,27.0975
datasets/BPI_Challenge_2013_Incidents.xes,prefix,125,ACF,115,32,381,350520,97536,0.0075,0.0508,0.0369
datasets/BPI_Challenge_2013_Incidents.xes,prefix,150,Baseline,92,26,150,27600,7800,0.0543,0.4602,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,150,OHE,92,26,446,165972,46836,0.033,0.2799,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,150,Bigram,92,26,11,8096,2288,0.005,0.0425,
datasets/BPI_Challenge_2013_Incidents.xes,prefix,150,W2V,92,26,48,17664,4992,0.0004,0.003,0.0217
datasets/BPI_Challenge_2013_Incidents.xes,prefix,150,D2V,92,26,64,23552,6656,0.104,0.8813,0.9514
datasets/BPI_Challenge_2013_Incidents.xes,prefix,150,BERT,92,26,128,47104,13312,0.0981,0.831,27.3947
datasets/BPI_Challenge_2013_Incidents.xes,prefix,150,ACF,92,26,381,280416,79248,0.007,0.0592,0.0353
