dataset,strategy,length_or_k,method,n_train_traces,n_test_traces,n_features,train_matrix_bytes,test_matrix_bytes,encode_time_seconds,encode_time_per_trace_ms,pretrain_time_seconds
datasets/BPI_Challenge_2018.xes,last3,1500,D2V,96,21,64,24576,5376,0.0428,0.3661,8.4528
datasets/BPI_Challenge_2018.xes,last3,1500,BERT,96,21,128,49152,10752,0.1005,0.8589,3.735
datasets/BPI_Challenge_2018.xes,last3,1500,ACF,96,21,20927,16071936,3515736,0.006,0.0514,2.1628
datasets/BPI_Challenge_2018.xes,last5,1500,Baseline,96,21,5,960,210,0.0037,0.0318,
datasets/BPI_Challenge_2018.xes,last5,1500,OHE,96,21,78,6148,1228,0.0023,0.0195,
datasets/BPI_Challenge_2018.xes,last5,1500,Bigram,96,21,73,56064,12264,0.0026,0.022,
datasets/BPI_Challenge_2018.xes,last5,1500,W2V,96,21,48,18432,8064,0.0003,0.0028,0.0055
datasets/BPI_Challenge_2018.xes,last5,1500,D2V,96,21,64,24576,5376,0.0438,0.3744,8.8909
datasets/BPI_Challenge_2018.xes,last5,1500,BERT,96,21,128,49152,10752,0.0995,0.8501,3.7471
datasets/BPI_Challenge_2018.xes,last5,1500,ACF,96,21,20927,16071936,3515736,0.0071,0.0608,2.1282
datasets/BPI_Challenge_2018.xes,last10,1500,Baseline,96,21,10,1920,420,0.0053,0.0455,
datasets/BPI_Challenge_2018.xes,last10,1500,OHE,96,21,154,11908,2320,0.0034,0.029,
datasets/BPI_Challenge_2018.xes,last10,1500,Bigram,96,21,90,69120,15120,0.0032,0.0275,
datasets/BPI_Challenge_2018.xes,last10,1500,W2V,96,21,48,18432,8064,0.0003,0.0026,0.0063
datasets/BPI_Challenge_2018.xes,last10,1500,D2V,96,21,64,24576,5376,0.0475,0.4064,8.565
datasets/BPI_Challenge_2018.xes,last10,1500,BERT,96,21,128,49152,10752,0.0981,0.8382,3.7165
datasets/BPI_Challenge_2018.xes,last10,1500,ACF,96,21,20927,16071936,3515736,0.0129,0.1104,2.192
datasets/BPI_Challenge_2018.xes,last20,1500,Baseline,96,21,20,3840,840,0.0088,0.0754,
datasets/BPI_Challenge_2018.xes,last20,1500,OHE,96,21,298,23428,4600,0.0054,0.0458,
datasets/BPI_Challenge_2018.xes,last20,1500,Bigram,96,21,101,77568,16968,0.0039,0.0331,
datasets/BPI_Challenge_2018.xes,last20,1500,W2V,96,21,48,18432,8064,0.0003,0.0026,0.0079
datasets/BPI_Challenge_2018.xes,last20,1500,D2V,96,21,64,24576,5376,0.0545,0.4655,8.7658
datasets/BPI_Challenge_2018.xes,last20,1500,BERT,96,21,128,49152,10752,0.099,0.8463,3.7333
datasets/BPI_Challenge_2018.xes,last20,1500,ACF,96,21,20927,16071936,3515736,0.0212,0.1813,2.1063
datasets/BPI_Challenge_2018.xes,last3,2000,Baseline,92,20,3,552,120,0.0025,0.0221,
datasets/BPI_Challenge_2018.xes,last3,2000,OHE,92,20,48,3684,756,0.0022,0.0199,
datasets/BPI_Challenge_2018.xes,last3,2000,Bigram,92,20,66,48576,10560,0.0022,0.0198,
datasets/BPI_Challenge_2018.xes,last3,2000,W2V,92,20,48,17664,7680,0.0003,0.0026,0.0055
datasets/BPI_Challenge_2018.xes,last3,2000,D2V,92,20,64,23552,5120,0.041,0.3657,8.4973
datasets/BPI_Challenge_2018.xes,last3,2000,BERT,92,20,128,47104,10240,0.0961,0.8579,3.7813
datasets/BPI_Challenge_2018.xes,last3,2000,ACF,92,20,20927,15402272,3348320,0.007,0.0625,2.0915
datasets/BPI_Challenge_2018.xes,last5,2000,Baseline,92,20,5,920,200,0.003,0.027,
datasets/BPI_Challenge_2018.xes,last5,2000,OHE,92,20,80,5892,1212,0.0021,0.0187,
datasets/BPI_Challenge_2018.xes,last5,2000,Bigram,92,20,80,58880,12800,0.0026,0.0234,
datasets/BPI_Challenge_2018.xes,last5,2000,W2V,92,20,48,17664,7680,0.0003,0.0026,0.0055
datasets/BPI_Challenge_2018.xes,last5,2000,D2V,92,20,64,23552,5120,0.0422,0.3768,8.4901
datasets/BPI_Challenge_2018.xes,last5,2000,BERT,92,20,128,47104,10240,0.0966,0.8623,3.7226
datasets/BPI_Challenge_2018.xes,last5,2000,ACF,92,20,20927,15402272,3348320,0.0068,0.0607,2.1334
datasets/BPI_Challenge_2018.xes,last10,2000,Baseline,92,20,10,1840,400,0.0091,0.0817,
datasets/BPI_Challenge_2018.xes,last10,2000,OHE,92,20,163,11412,2316,0.0037,0.0327,
datasets/BPI_Challenge_2018.xes,last10,2000,Bigram,92,20,99,72864,15840,0.0035,0.0314,
datasets/BPI_Challenge_2018.xes,last10,2000,W2V,92,20,48,17664,7680,0.0003,0.003,0.0063
datasets/BPI_Challenge_2018.xes,last10,2000,D2V,92,20,64,23552,5120,0.0461,0.4113,8.4895
datasets/BPI_Challenge_2018.xes,last10,2000,BERT,92,20,128,47104,10240,0.0946,0.8446,4.0298
datasets/BPI_Challenge_2018.xes,last10,2000,ACF,92,20,20927,15402272,3348320,0.011,0.0983,2.4438
datasets/BPI_Challenge_2018.xes,last20,2000,Baseline,92,20,20,3680,800,0.0097,0.087,
datasets/BPI_Challenge_2018.xes,last20,2000,OHE,92,20,318,22452,4524,0.0062,0.0549,
datasets/BPI_Challenge_2018.xes,last20,2000,Bigram,92,20,120,88320,19200,0.0043,0.0385,
datasets/BPI_Challenge_2018.xes,last20,2000,W2V,92,20,48,17664,7680,0.0004,0.0036,0.0082
datasets/BPI_Challenge_2018.xes,last20,2000,D2V,92,20,64,23552,5120,0.053,0.4734,8.5714
datasets/BPI_Challenge_2018.xes,last20,2000,BERT,92,20,128,47104,10240,0.0979,0.8744,3.7788
datasets/BPI_Challenge_2018.xes,last20,2000,ACF,92,20,20927,15402272,3348320,0.0223,0.1994,2.1497
datasets/BPI_Challenge_2018.xes,last3,2500,Baseline,88,19,3,528,114,0.0026,0.0242,
datasets/BPI_Challenge_2018.xes,last3,2500,OHE,88,19,49,3524,716,0.0017,0.0163,
datasets/BPI_Challenge_2018.xes,last3,2500,Bigram,88,19,72,50688,10944,0.0023,0.0212,
datasets/BPI_Challenge_2018.xes,last3,2500,W2V,88,19,48,16896,7296,0.0003,0.0026,0.0055
datasets/BPI_Challenge_2018.xes,last3,2500,D2V,88,19,64,22528,4864,0.0384,0.3589,8.4884
datasets/BPI_Challenge_2018.xes,last3,2500,BERT,88,19,128,45056,9728,0.0934,0.8725,3.7258
datasets/BPI_Challenge_2018.xes,last3,2500,ACF,88,19,20927,14732608,3180904,0.0049,0.0457,2.1455
datasets/BPI_Challenge_2018.xes,last5,2500,Baseline,88,19,5,880,190,0.0033,0.0312,
datasets/BPI_Challenge_2018.xes,last5,2500,OHE,88,19,79,5636,1148,0.0023,0.0214,
datasets/BPI_Challenge_2018.xes,last5,2500,Bigram,88,19,88,61952,13376,0.0029,0.0267,
datasets/BPI_Challenge_2018.xes,last5,2500,W2V,88,19,48,16896,3648,0.0003,0.0026,0.0056
datasets/BPI_Challenge_2018.xes,last5,2500,D2V,88,19,64,22528,4864,0.0412,0.3851,8.4625
datasets/BPI_Challenge_2018.xes,last5,2500,BERT,88,19,128,45056,9728,0.0928,0.8677,3.7532
datasets/BPI_Challenge_2018.xes,last5,2500,ACF,88,19,20927,14732608,3180904,0.0083,0.0771,2.1788
datasets/BPI_Challenge_2018.xes,last10,2500,Baseline,88,19,10,1760,380,0.0114,0.1063,
datasets/BPI_Challenge_2018.xes,last10,2500,OHE,88,19,160,10916,2240,0.0052,0.049,
datasets/BPI_Challenge_2018.xes,last10,2500,Bigram,88,19,112,78848,17024,0.0039,0.0366,
datasets/BPI_Challenge_2018.xes,last10,2500,W2V,88,19,48,16896,3648,0.0004,0.0034,0.0071
datasets/BPI_Challenge_2018.xes,last10,2500,D2V,88,19,64,22528,4864,0.0462,0.432,13.741
datasets/BPI_Challenge_2018.xes,last10,2500,BERT,88,19,128,45056,9728,0.1423,1.3302,16.9737
datasets/BPI_Challenge_2018.xes,last10,2500,ACF,88,19,20927,14732608,3180904,0.0161,0.1502,7.0039
datasets/BPI_Challenge_2018.xes,last20,2500,Baseline,88,19,20,3520,760,0.0226,0.2109,
datasets/BPI_Challenge_2018.xes,last20,2500,OHE,88,19,325,21476,4424,0.0088,0.0827,
datasets/BPI_Challenge_2018.xes,last20,2500,Bigram,88,19,126,88704,19152,0.0057,0.0531,
datasets/BPI_Challenge_2018.xes,last20,2500,W2V,88,19,48,16896,3648,0.0006,0.0052,0.0092
datasets/BPI_Challenge_2018.xes,last20,2500,D2V,88,19,64,22528,4864,0.0547,0.5111,12.3012
datasets/BPI_Challenge_2018.xes,last20,2500,BERT,88,19,128,45056,9728,0.2656,2.4824,4.9632
datasets/BPI_Challenge_2018.xes,last20,2500,ACF,88,19,20927,14732608,3180904,0.0266,0.2489,3.8247
datasets/BPI_Challenge_2018.xes,prefix,100,Baseline,123,31,100,24600,6200,0.0713,0.4632,
datasets/BPI_Challenge_2018.xes,prefix,100,OHE,123,31,1705,148096,36284,0.0326,0.2117,
datasets/BPI_Challenge_2018.xes,prefix,100,Bigram,123,31,183,180072,45384,0.0119,0.0773,
datasets/BPI_Challenge_2018.xes,prefix,100,W2V,123,31,48,23616,5952,0.0008,0.005,0.0428
datasets/BPI_Challenge_2018.xes,prefix,100,D2V,123,31,64,31488,7936,0.1677,1.0891,12.2629
datasets/BPI_Challenge_2018.xes,prefix,100,BERT,123,31,128,62976,15872,0.201,1.305,10.2874
datasets/BPI_Challenge_2018.xes,prefix,100,ACF,123,31,20927,20592168,5189896,0.1511,0.9815,17.3397
datasets/BPI_Challenge_2018.xes,prefix,150,Baseline,121,31,150,36300,9300,0.088,0.5788,
datasets/BPI_Challenge_2018.xes,prefix,150,OHE,121,31,2569,218288,54632,0.0422,0.2774,
datasets/BPI_Challenge_2018.xes,prefix,150,Bigram,121,31,202,195536,50096,0.02,0.1319,
datasets/BPI_Challenge_2018.xes,prefix,150,W2V,121,31,48,23232,5952,0.0008,0.0053,0.0505
datasets/BPI_Challenge_2018.xes,prefix,150,D2V,121,31,64,30976,7936,0.2149,1.4137,10.4763
datasets/BPI_Challenge_2018.xes,prefix,150,BERT,121,31,128,61952,15872,0.1773,1.1663,4.7513
datasets/BPI_Challenge_2018.xes,prefix,150,ACF,121,31,20927,20257336,5189896,0.2283,1.5022,10.7438
datasets/BPI_Challenge_2018.xes,prefix,200,Baseline,119,31,200,47600,12400,0.1115,0.7431,
datasets/BPI_Challenge_2018.xes,prefix,200,OHE,119,31,3353,286080,72452,0.0565,0.3768,
datasets/BPI_Challenge_2018.xes,prefix,200,Bigram,119,31,201,191352,49848,0.0219,0.1458,
datasets/BPI_Challenge_2018.xes,prefix,200,W2V,119,31,48,22848,11904,0.0005,0.0033,0.0685
datasets/BPI_Challenge_2018.xes,prefix,200,D2V,119,31,64,30464,7936,0.2628,1.7517,11.4082
datasets/BPI_Challenge_2018.xes,prefix,200,BERT,119,31,128,60928,15872,0.1668,1.1121,5.6786
datasets/BPI_Challenge_2018.xes,prefix,200,ACF,119,31,20927,19922504,5189896,0.2983,1.9888,5.3988
datasets/BPI_Challenge_2018.xes,prefix,400,Baseline,113,29,400,90400,23200,0.2003,1.4104,
datasets/BPI_Challenge_2018.xes,prefix,400,OHE,113,29,6593,542856,135252,0.1103,0.7769,
datasets/BPI_Challenge_2018.xes,prefix,400,Bigram,113,29,244,220576,56608,0.0334,0.2351,
datasets/BPI_Challenge_2018.xes,prefix,400,W2V,113,29,48,21696,11136,0.0005,0.0035,0.1296
datasets/BPI_Challenge_2018.xes,prefix,400,D2V,113,29,64,28928,7424,0.4409,3.1049,15.8173
datasets/BPI_Challenge_2018.xes,prefix,400,BERT,113,29,128,57856,14848,0.1595,1.1233,4.7187
datasets/BPI_Challenge_2018.xes,prefix,400,ACF,113,29,20927,18918008,4855064,0.5361,3.7756,17.2241
datasets/BPI_Challenge_2018.xes,prefix,600,Baseline,111,29,600,133200,34800,0.3076,2.1973,
datasets/BPI_Challenge_2018.xes,prefix,600,OHE,111,29,9699,799648,202236,0.1686,1.2044,
datasets/BPI_Challenge_2018.xes,prefix,600,Bigram,111,29,261,231768,60552,0.0511,0.3649,
datasets/BPI_Challenge_2018.xes,prefix,600,W2V,111,29,48,21312,5568,0.0005,0.0039,0.1834
datasets/BPI_Challenge_2018.xes,prefix,600,D2V,111,29,64,28416,7424,0.6818,4.8699,9.9992
datasets/BPI_Challenge_2018.xes,prefix,600,BERT,111,29,128,56832,14848,0.1682,1.2013,4.7658
datasets/BPI_Challenge_2018.xes,prefix,600,ACF,111,29,20927,18583176,4855064,0.7856,5.6114,4.7749
datasets/BPI_Challenge_2018.xes,prefix,800,Baseline,108,27,800,172800,43200,4.2311,31.3413,
datasets/BPI_Challenge_2018.xes,prefix,800,OHE,108,27,12441,1037236,250588,0.229,1.696,
datasets/BPI_Challenge_2018.xes,prefix,800,Bigram,108,27,279,241056,60264,0.0636,0.4715,
datasets/BPI_Challenge_2018.xes,prefix,800,W2V,108,27,48,20736,10368,0.0004,0.0033,0.2747
datasets/BPI_Challenge_2018.xes,prefix,800,D2V,108,27,64,27648,6912,0.7739,5.7329,13.2135
datasets/BPI_Challenge_2018.xes,prefix,800,BERT,108,27,128,55296,13824,0.1588,1.1766,5.4819
datasets/BPI_Challenge_2018.xes,prefix,800,ACF,108,27,20927,18080928,4520232,1.0725,7.9444,7.1235
datasets/BPI_Challenge_2018.xes,prefix,1000,Baseline,105,27,1000,210000,54000,0.5439,4.1202,
datasets/BPI_Challenge_2018.xes,prefix,1000,OHE,105,27,15234,1260424,311200,0.2923,2.2147,
datasets/BPI_Challenge_2018.xes,prefix,1000,Bigram,105,27,274,230160,59184,0.0771,0.5838,
datasets/BPI_Challenge_2018.xes,prefix,1000,W2V,105,27,48,20160,5184,0.0005,0.0039,0.3579
datasets/BPI_Challenge_2018.xes,prefix,1000,D2V,105,27,64,26880,6912,0.9567,7.2476,69.8087
datasets/BPI_Challenge_2018.xes,prefix,1000,BERT,105,27,128,53760,13824,0.1606,1.2168,11.168
datasets/BPI_Challenge_2018.xes,prefix,1000,ACF,105,27,20927,17578680,4520232,1.3583,10.2901,27.637
datasets/BPI_Challenge_2018.xes,prefix,1200,Baseline,100,23,1200,240000,55200,0.7858,6.3889,
datasets/BPI_Challenge_2018.xes,prefix,1200,OHE,100,23,17891,1440404,316440,0.3696,3.0047,
datasets/BPI_Challenge_2018.xes,prefix,1200,Bigram,100,23,281,224800,51704,0.0836,0.6799,
datasets/BPI_Challenge_2018.xes,prefix,1200,W2V,100,23,48,19200,4416,0.0006,0.0046,0.3502
datasets/BPI_Challenge_2018.xes,prefix,1200,D2V,100,23,64,25600,5888,1.0655,8.6626,12.3959
datasets/BPI_Challenge_2018.xes,prefix,1200,BERT,100,23,128,51200,11776,0.1454,1.1823,5.1068
datasets/BPI_Challenge_2018.xes,prefix,1200,ACF,100,23,20927,16741600,3850568,1.4227,11.5664,16.0118
datasets/BPI_Challenge_2018.xes,prefix,1400,Baseline,98,21,1400,274400,58800,6.1731,51.875,
datasets/BPI_Challenge_2018.xes,prefix,1400,OHE,98,21,20612,1646796,333712,0.3812,3.2034,
datasets/BPI_Challenge_2018.xes,prefix,1400,Bigram,98,21,291,228144,48888,0.0925,0.7769,
datasets/BPI_Challenge_2018.xes,prefix,1400,W2V,98,21,48,18816,8064,0.0004,0.0033,0.4139
datasets/BPI_Challenge_2018.xes,prefix,1400,D2V,98,21,64,25088,5376,1.2281,10.32,28.1536
datasets/BPI_Challenge_2018.xes,prefix,1400,BERT,98,21,128,50176,10752,0.1539,1.2936,7.7614
datasets/BPI_Challenge_2018.xes,prefix,1400,ACF,98,21,20927,16406768,3515736,1.6143,13.5655,23.5507
datasets/BPI_Challenge_2018.xes,prefix,1500,Baseline,96,21,1500,288000,63000,0.7189,6.1449,
datasets/BPI_Challenge_2018.xes,prefix,1500,OHE,96,21,21761,1728388,355648,2.3752,20.3009,
datasets/BPI_Challenge_2018.xes,prefix,1500,Bigram,96,21,267,205056,44856,0.0983,0.8404,
datasets/BPI_Challenge_2018.xes,prefix,1500,W2V,96,21,48,18432,8064,0.0011,0.0096,0.4099
datasets/BPI_Challenge_2018.xes,prefix,1500,D2V,96,21,64,24576,5376,1.6857,14.4073,14.3422
datasets/BPI_Challenge_2018.xes,prefix,1500,BERT,96,21,128,49152,10752,0.1586,1.3559,4.863
datasets/BPI_Challenge_2018.xes,prefix,1500,ACF,96,21,20927,16071936,3515736,1.7695,15.1236,5.4382
datasets/BPI_Challenge_2018.xes,prefix,2000,Baseline,92,20,2000,368000,80000,1.0866,9.7018,
datasets/BPI_Challenge_2018.xes,prefix,2000,OHE,92,20,28654,2208372,451392,0.6035,5.3886,
datasets/BPI_Challenge_2018.xes,prefix,2000,Bigram,92,20,297,218592,47520,0.1207,1.0773,
datasets/BPI_Challenge_2018.xes,prefix,2000,W2V,92,20,48,17664,7680,0.0005,0.0042,0.4955
datasets/BPI_Challenge_2018.xes,prefix,2000,D2V,92,20,64,23552,5120,1.4933,13.3331,19.5916
datasets/BPI_Challenge_2018.xes,prefix,2000,BERT,92,20,128,47104,10240,0.1321,1.1799,8.1556
datasets/BPI_Challenge_2018.xes,prefix,2000,ACF,92,20,20927,15402272,3348320,2.5915,23.1382,23.1147
datasets/BPI_Challenge_2018.xes,prefix,2500,Baseline,88,19,2500,440000,95000,2.6583,24.8441,
datasets/BPI_Challenge_2018.xes,prefix,2500,OHE,88,19,35909,2640356,531452,0.7285,6.8084,
datasets/BPI_Challenge_2018.xes,prefix,2500,Bigram,88,19,324,228096,49248,0.1929,1.8031,
datasets/BPI_Challenge_2018.xes,prefix,2500,W2V,88,19,48,16896,3648,0.0004,0.0036,0.6854
datasets/BPI_Challenge_2018.xes,prefix,2500,D2V,88,19,64,22528,4864,1.8077,16.8946,10.8724
datasets/BPI_Challenge_2018.xes,prefix,2500,BERT,88,19,128,45056,9728,0.1388,1.2974,4.797
datasets/BPI_Challenge_2018.xes,prefix,2500,ACF,88,19,20927,14732608,3180904,3.5045,32.7522,5.6126
