dataset,strategy,length_or_k,method,n_train_traces,n_test_traces,n_features,train_matrix_bytes,test_matrix_bytes,encode_time_seconds,encode_time_per_trace_ms,pretrain_time_seconds
datasets/BPI_Challenge_2018.xes,last3,200,OHE,119,31,55,4764,1196,0.0035,0.0235,
datasets/BPI_Challenge_2018.xes,last3,200,Bigram,119,31,74,70448,18352,0.0033,0.0217,
datasets/BPI_Challenge_2018.xes,last3,200,W2V,119,31,48,22848,11904,0.0005,0.0032,0.0066
datasets/BPI_Challenge_2018.xes,last3,200,D2V,119,31,64,30464,7936,0.1317,0.8782,9.7556
datasets/BPI_Challenge_2018.xes,last3,200,BERT,119,31,128,60928,15872,0.2013,1.3421,4.5798
datasets/BPI_Challenge_2018.xes,last3,200,ACF,119,31,20927,19922504,5189896,0.0195,0.1302,9.3506
datasets/BPI_Challenge_2018.xes,last5,200,Baseline,119,31,5,1190,310,0.0165,0.11,
datasets/BPI_Challenge_2018.xes,last5,200,OHE,119,31,90,7620,1904,0.0052,0.0348,
datasets/BPI_Challenge_2018.xes,last5,200,Bigram,119,31,90,85680,22320,0.0046,0.0304,
datasets/BPI_Challenge_2018.xes,last5,200,W2V,119,31,48,22848,11904,0.0006,0.0042,0.0069
datasets/BPI_Challenge_2018.xes,last5,200,D2V,119,31,64,30464,7936,0.0728,0.485,10.725
datasets/BPI_Challenge_2018.xes,last5,200,BERT,119,31,128,60928,15872,0.2797,1.8644,4.3036
datasets/BPI_Challenge_2018.xes,last5,200,ACF,119,31,20927,19922504,5189896,0.0148,0.0989,3.9327
datasets/BPI_Challenge_2018.xes,last10,200,Baseline,119,31,10,2380,620,0.0066,0.0438,
datasets/BPI_Challenge_2018.xes,last10,200,OHE,119,31,170,14760,3668,0.0046,0.0307,
datasets/BPI_Challenge_2018.xes,last10,200,Bigram,119,31,101,96152,25048,0.0049,0.033,
datasets/BPI_Challenge_2018.xes,last10,200,W2V,119,31,48,22848,11904,0.0004,0.0027,0.0324
datasets/BPI_Challenge_2018.xes,last10,200,D2V,119,31,64,30464,7936,0.0639,0.426,9.8677
datasets/BPI_Challenge_2018.xes,last10,200,BERT,119,31,128,60928,15872,0.1361,0.907,4.1351
datasets/BPI_Challenge_2018.xes,last10,200,ACF,119,31,20927,19922504,5189896,0.0192,0.1281,2.2792
datasets/BPI_Challenge_2018.xes,last20,200,Baseline,119,31,20,4760,1240,0.0143,0.0952,
datasets/BPI_Challenge_2018.xes,last20,200,OHE,119,31,336,29040,7232,0.0073,0.0485,
datasets/BPI_Challenge_2018.xes,last20,200,Bigram,119,31,107,101864,26536,0.0058,0.0387,
datasets/BPI_Challenge_2018.xes,last20,200,W2V,119,31,48,22848,11904,0.0005,0.0032,0.0099
datasets/BPI_Challenge_2018.xes,last20,200,D2V,119,31,64,30464,7936,0.0792,0.528,11.2179
datasets/BPI_Challenge_2018.xes,last20,200,BERT,119,31,128,60928,15872,0.1903,1.2687,4.6957
datasets/BPI_Challenge_2018.xes,last20,200,ACF,119,31,20927,19922504,5189896,0.0404,0.2693,3.5099
datasets/BPI_Challenge_2018.xes,last3,400,Baseline,113,29,3,678,174,0.0107,0.0756,
datasets/BPI_Challenge_2018.xes,last3,400,OHE,113,29,53,4524,1080,0.0033,0.0231,
datasets/BPI_Challenge_2018.xes,last3,400,Bigram,113,29,72,65088,16704,0.0033,0.023,
datasets/BPI_Challenge_2018.xes,last3,400,W2V,113,29,48,21696,11136,0.0005,0.0033,0.0069
datasets/BPI_Challenge_2018.xes,last3,400,D2V,113,29,64,28928,7424,0.0539,0.3798,9.7428
datasets/BPI_Challenge_2018.xes,last3,400,BERT,113,29,128,57856,14848,0.1696,1.1943,4.9272
datasets/BPI_Challenge_2018.xes,last3,400,ACF,113,29,20927,18918008,4855064,0.0133,0.0935,5.0971
datasets/BPI_Challenge_2018.xes,last5,400,Baseline,113,29,5,1130,290,0.0072,0.051,
datasets/BPI_Challenge_2018.xes,last5,400,OHE,113,29,86,7236,1716,0.0047,0.0332,
datasets/BPI_Challenge_2018.xes,last5,400,Bigram,113,29,87,78648,20184,0.0035,0.0246,
datasets/BPI_Challenge_2018.xes,last5,400,W2V,113,29,48,21696,11136,0.0005,0.0033,0.0067
datasets/BPI_Challenge_2018.xes,last5,400,D2V,113,29,64,28928,7424,0.0564,0.397,9.5682
datasets/BPI_Challenge_2018.xes,last5,400,BERT,113,29,128,57856,14848,0.2115,1.4894,4.8154
datasets/BPI_Challenge_2018.xes,last5,400,ACF,113,29,20927,18918008,4855064,0.0182,0.1282,3.1746
datasets/BPI_Challenge_2018.xes,last10,400,Baseline,113,29,10,2260,580,0.0081,0.0568,
datasets/BPI_Challenge_2018.xes,last10,400,OHE,113,29,170,14016,3276,0.0051,0.0359,
datasets/BPI_Challenge_2018.xes,last10,400,Bigram,113,29,108,97632,25056,0.0045,0.0317,
datasets/BPI_Challenge_2018.xes,last10,400,W2V,113,29,48,21696,11136,0.0005,0.0032,0.0112
datasets/BPI_Challenge_2018.xes,last10,400,D2V,113,29,64,28928,7424,0.0596,0.4197,10.6845
datasets/BPI_Challenge_2018.xes,last10,400,BERT,113,29,128,57856,14848,0.1403,0.9883,4.3959
datasets/BPI_Challenge_2018.xes,last10,400,ACF,113,29,20927,18918008,4855064,0.0221,0.1555,3.1983
datasets/BPI_Challenge_2018.xes,last20,400,Baseline,113,29,20,4520,1160,0.0104,0.0733,
datasets/BPI_Challenge_2018.xes,last20,400,OHE,113,29,334,27576,6708,0.0063,0.0446,
datasets/BPI_Challenge_2018.xes,last20,400,Bigram,113,29,116,104864,26912,0.005,0.0351,
datasets/BPI_Challenge_2018.xes,last20,400,W2V,113,29,48,21696,11136,0.0004,0.0029,0.0093
datasets/BPI_Challenge_2018.xes,last20,400,D2V,113,29,64,28928,7424,0.0687,0.4838,8.9231
datasets/BPI_Challenge_2018.xes,last20,400,BERT,113,29,128,57856,14848,0.1282,0.9025,4.0037
datasets/BPI_Challenge_2018.xes,last20,400,ACF,113,29,20927,18918008,4855064,0.03,0.2112,2.3161
datasets/BPI_Challenge_2018.xes,last3,600,Baseline,111,29,3,666,174,0.0048,0.0345,
datasets/BPI_Challenge_2018.xes,last3,600,OHE,111,29,43,4444,1140,0.0033,0.0239,
datasets/BPI_Challenge_2018.xes,last3,600,Bigram,111,29,56,49728,12992,0.0022,0.0161,
datasets/BPI_Challenge_2018.xes,last3,600,W2V,111,29,48,21312,11136,0.0004,0.0029,0.0062
datasets/BPI_Challenge_2018.xes,last3,600,D2V,111,29,64,28416,7424,0.0513,0.3665,9.1373
datasets/BPI_Challenge_2018.xes,last3,600,BERT,111,29,128,56832,14848,0.1334,0.9529,4.1372
datasets/BPI_Challenge_2018.xes,last3,600,ACF,111,29,20927,18583176,4855064,0.015,0.1068,2.1986
datasets/BPI_Challenge_2018.xes,last5,600,Baseline,111,29,5,1110,290,0.0061,0.0434,
datasets/BPI_Challenge_2018.xes,last5,600,OHE,111,29,73,7108,1812,0.0033,0.0237,
datasets/BPI_Challenge_2018.xes,last5,600,Bigram,111,29,70,62160,16240,0.0033,0.0237,
datasets/BPI_Challenge_2018.xes,last5,600,W2V,111,29,48,21312,11136,0.0004,0.003,0.0066
datasets/BPI_Challenge_2018.xes,last5,600,D2V,111,29,64,28416,7424,0.0546,0.3899,8.7466
datasets/BPI_Challenge_2018.xes,last5,600,BERT,111,29,128,56832,14848,0.1442,1.0299,3.9483
datasets/BPI_Challenge_2018.xes,last5,600,ACF,111,29,20927,18583176,4855064,0.0181,0.1296,2.5904
datasets/BPI_Challenge_2018.xes,last10,600,Baseline,111,29,10,2220,580,0.0065,0.0463,
datasets/BPI_Challenge_2018.xes,last10,600,OHE,111,29,146,13768,3528,0.004,0.0287,
datasets/BPI_Challenge_2018.xes,last10,600,Bigram,111,29,79,70152,18328,0.0037,0.0262,
datasets/BPI_Challenge_2018.xes,last10,600,W2V,111,29,48,21312,11136,0.0004,0.0026,0.0077
datasets/BPI_Challenge_2018.xes,last10,600,D2V,111,29,64,28416,7424,0.0588,0.4198,9.1743
datasets/BPI_Challenge_2018.xes,last10,600,BERT,111,29,128,56832,14848,0.1289,0.9207,4.455
datasets/BPI_Challenge_2018.xes,last10,600,ACF,111,29,20927,18583176,4855064,0.0197,0.1404,2.5904
datasets/BPI_Challenge_2018.xes,last20,600,Baseline,111,29,20,4440,1160,0.0119,0.085,
datasets/BPI_Challenge_2018.xes,last20,600,OHE,111,29,295,27088,6900,0.0072,0.0513,
datasets/BPI_Challenge_2018.xes,last20,600,Bigram,111,29,102,90576,23664,0.0046,0.0325,
datasets/BPI_Challenge_2018.xes,last20,600,W2V,111,29,48,21312,11136,0.0005,0.0033,0.0097
datasets/BPI_Challenge_2018.xes,last20,600,D2V,111,29,64,28416,7424,0.0662,0.4727,9.0862
datasets/BPI_Challenge_2018.xes,last20,600,BERT,111,29,128,56832,14848,0.1249,0.8921,4.3965
datasets/BPI_Challenge_2018.xes,last20,600,ACF,111,29,20927,18583176,4855064,0.0306,0.2184,3.1087
datasets/BPI_Challenge_2018.xes,last3,800,Baseline,108,27,3,648,162,0.0034,0.0251,
datasets/BPI_Challenge_2018.xes,last3,800,OHE,108,27,43,4324,1036,0.0028,0.0207,
datasets/BPI_Challenge_2018.xes,last3,800,Bigram,108,27,55,47520,11880,0.0022,0.0161,
datasets/BPI_Challenge_2018.xes,last3,800,W2V,108,27,48,20736,10368,0.0004,0.0028,0.0072
datasets/BPI_Challenge_2018.xes,last3,800,D2V,108,27,64,27648,6912,0.0504,0.3735,9.047
datasets/BPI_Challenge_2018.xes,last3,800,BERT,108,27,128,55296,13824,0.1351,1.0005,4.0983
datasets/BPI_Challenge_2018.xes,last3,800,ACF,108,27,20927,18080928,4520232,0.0121,0.0897,2.4016
datasets/BPI_Challenge_2018.xes,last5,800,Baseline,108,27,5,1080,270,0.0084,0.0625,
datasets/BPI_Challenge_2018.xes,last5,800,OHE,108,27,74,6916,1648,0.0036,0.027,
datasets/BPI_Challenge_2018.xes,last5,800,Bigram,108,27,71,61344,15336,0.0028,0.0208,
datasets/BPI_Challenge_2018.xes,last5,800,W2V,108,27,48,20736,10368,0.0005,0.0038,0.0066
datasets/BPI_Challenge_2018.xes,last5,800,D2V,108,27,64,27648,6912,0.0547,0.4055,9.397
datasets/BPI_Challenge_2018.xes,last5,800,BERT,108,27,128,55296,13824,0.1515,1.1223,4.4844
datasets/BPI_Challenge_2018.xes,last5,800,ACF,108,27,20927,18080928,4520232,0.0117,0.0869,3.182
datasets/BPI_Challenge_2018.xes,last10,800,Baseline,108,27,10,2160,540,0.0148,0.1096,
datasets/BPI_Challenge_2018.xes,last10,800,OHE,108,27,149,13396,3172,0.0053,0.039,
datasets/BPI_Challenge_2018.xes,last10,800,Bigram,108,27,93,80352,20088,0.0038,0.0284,
datasets/BPI_Challenge_2018.xes,last10,800,W2V,108,27,48,20736,10368,0.0004,0.0032,0.0075
datasets/BPI_Challenge_2018.xes,last10,800,D2V,108,27,64,27648,6912,0.0575,0.426,11.6371
datasets/BPI_Challenge_2018.xes,last10,800,BERT,108,27,128,55296,13824,0.1437,1.0644,5.7385
datasets/BPI_Challenge_2018.xes,last10,800,ACF,108,27,20927,18080928,4520232,0.0177,0.1313,2.9218
datasets/BPI_Challenge_2018.xes,last20,800,Baseline,108,27,20,4320,1080,0.0135,0.0997,
datasets/BPI_Challenge_2018.xes,last20,800,OHE,108,27,304,26356,6208,0.0079,0.0584,
datasets/BPI_Challenge_2018.xes,last20,800,Bigram,108,27,119,102816,25704,0.0052,0.0383,
datasets/BPI_Challenge_2018.xes,last20,800,W2V,108,27,48,20736,10368,0.0005,0.0039,0.0091
datasets/BPI_Challenge_2018.xes,last20,800,D2V,108,27,64,27648,6912,0.0668,0.4946,10.1903
datasets/BPI_Challenge_2018.xes,last20,800,BERT,108,27,128,55296,13824,0.1671,1.2375,4.1243
datasets/BPI_Challenge_2018.xes,last20,800,ACF,108,27,20927,18080928,4520232,0.0288,0.2136,3.0987
datasets/BPI_Challenge_2018.xes,last3,1000,Baseline,105,27,3,630,162,0.0071,0.0537,
datasets/BPI_Challenge_2018.xes,last3,1000,OHE,105,27,46,4204,1060,0.0033,0.0248,
datasets/BPI_Challenge_2018.xes,last3,1000,Bigram,105,27,54,45360,11664,0.0023,0.0172,
datasets/BPI_Challenge_2018.xes,last3,1000,W2V,105,27,48,20160,10368,0.0004,0.0031,0.0102
datasets/BPI_Challenge_2018.xes,last3,1000,D2V,105,27,64,26880,6912,0.0497,0.3762,11.0142
datasets/BPI_Challenge_2018.xes,last3,1000,BERT,105,27,128,53760,13824,0.1389,1.0523,4.5688
datasets/BPI_Challenge_2018.xes,last3,1000,ACF,105,27,20927,17578680,4520232,0.0109,0.0823,4.3836
datasets/BPI_Challenge_2018.xes,last5,1000,Baseline,105,27,5,1050,270,0.0281,0.2128,
datasets/BPI_Challenge_2018.xes,last5,1000,OHE,105,27,77,6724,1684,0.0047,0.0356,
datasets/BPI_Challenge_2018.xes,last5,1000,Bigram,105,27,76,63840,16416,0.0036,0.0273,
datasets/BPI_Challenge_2018.xes,last5,1000,W2V,105,27,48,20160,5184,0.0004,0.0032,0.0073
datasets/BPI_Challenge_2018.xes,last5,1000,D2V,105,27,64,26880,6912,0.0601,0.4555,9.8592
datasets/BPI_Challenge_2018.xes,last5,1000,BERT,105,27,128,53760,13824,0.2123,1.6086,4.5647
datasets/BPI_Challenge_2018.xes,last5,1000,ACF,105,27,20927,17578680,4520232,0.0199,0.1507,4.6304
datasets/BPI_Challenge_2018.xes,last10,1000,Baseline,105,27,10,2100,540,0.0067,0.051,
datasets/BPI_Challenge_2018.xes,last10,1000,OHE,105,27,153,13024,3244,0.0041,0.031,
datasets/BPI_Challenge_2018.xes,last10,1000,Bigram,105,27,99,83160,21384,0.0038,0.0291,
datasets/BPI_Challenge_2018.xes,last10,1000,W2V,105,27,48,20160,5184,0.0004,0.0029,0.0076
datasets/BPI_Challenge_2018.xes,last10,1000,D2V,105,27,64,26880,6912,0.0561,0.4253,10.237
datasets/BPI_Challenge_2018.xes,last10,1000,BERT,105,27,128,53760,13824,0.1218,0.923,4.4252
datasets/BPI_Challenge_2018.xes,last10,1000,ACF,105,27,20927,17578680,4520232,0.0235,0.1782,2.9603
datasets/BPI_Challenge_2018.xes,last20,1000,Baseline,105,27,20,4200,1080,0.0105,0.0796,
datasets/BPI_Challenge_2018.xes,last20,1000,OHE,105,27,312,25624,6400,0.0068,0.0513,
datasets/BPI_Challenge_2018.xes,last20,1000,Bigram,105,27,123,103320,26568,0.0052,0.0391,
datasets/BPI_Challenge_2018.xes,last20,1000,W2V,105,27,48,20160,5184,0.0004,0.0033,0.0094
datasets/BPI_Challenge_2018.xes,last20,1000,D2V,105,27,64,26880,6912,0.0664,0.503,9.067
datasets/BPI_Challenge_2018.xes,last20,1000,BERT,105,27,128,53760,13824,0.1522,1.1532,4.1328
datasets/BPI_Challenge_2018.xes,last20,1000,ACF,105,27,20927,17578680,4520232,0.0294,0.2231,2.3399
datasets/BPI_Challenge_2018.xes,last3,1200,Baseline,100,23,3,600,138,0.0033,0.0265,
datasets/BPI_Challenge_2018.xes,last3,1200,OHE,100,23,46,4004,912,0.0023,0.0186,
datasets/BPI_Challenge_2018.xes,last3,1200,Bigram,100,23,57,45600,10488,0.002,0.0165,
datasets/BPI_Challenge_2018.xes,last3,1200,W2V,100,23,48,19200,8832,0.0004,0.0036,0.0066
datasets/BPI_Challenge_2018.xes,last3,1200,D2V,100,23,64,25600,5888,0.0455,0.3701,9.1585
datasets/BPI_Challenge_2018.xes,last3,1200,BERT,100,23,128,51200,11776,0.1132,0.9206,4.1292
datasets/BPI_Challenge_2018.xes,last3,1200,ACF,100,23,20927,16741600,3850568,0.0078,0.063,2.2815
datasets/BPI_Challenge_2018.xes,last5,1200,Baseline,100,23,5,1000,230,0.0041,0.0337,
datasets/BPI_Challenge_2018.xes,last5,1200,OHE,100,23,77,6404,1452,0.0029,0.0238,
datasets/BPI_Challenge_2018.xes,last5,1200,Bigram,100,23,69,55200,12696,0.0027,0.0218,
datasets/BPI_Challenge_2018.xes,last5,1200,W2V,100,23,48,19200,4416,0.0004,0.0031,0.0082
datasets/BPI_Challenge_2018.xes,last5,1200,D2V,100,23,64,25600,5888,0.0473,0.3843,9.87
datasets/BPI_Challenge_2018.xes,last5,1200,BERT,100,23,128,51200,11776,0.1174,0.9542,4.0453
datasets/BPI_Challenge_2018.xes,last5,1200,ACF,100,23,20927,16741600,3850568,0.0122,0.0988,2.3842
datasets/BPI_Challenge_2018.xes,last10,1200,Baseline,100,23,10,2000,460,0.0071,0.0579,
datasets/BPI_Challenge_2018.xes,last10,1200,OHE,100,23,150,12404,2772,0.0039,0.0319,
datasets/BPI_Challenge_2018.xes,last10,1200,Bigram,100,23,80,64000,14720,0.0032,0.0257,
datasets/BPI_Challenge_2018.xes,last10,1200,W2V,100,23,48,19200,4416,0.0004,0.003,0.007
datasets/BPI_Challenge_2018.xes,last10,1200,D2V,100,23,64,25600,5888,0.0521,0.4234,9.1434
datasets/BPI_Challenge_2018.xes,last10,1200,BERT,100,23,128,51200,11776,0.1151,0.9359,3.9891
datasets/BPI_Challenge_2018.xes,last10,1200,ACF,100,23,20927,16741600,3850568,0.0164,0.1336,2.4012
datasets/BPI_Challenge_2018.xes,last20,1200,Baseline,100,23,20,4000,920,0.0101,0.0824,
datasets/BPI_Challenge_2018.xes,last20,1200,OHE,100,23,303,24404,5328,0.0064,0.0518,
datasets/BPI_Challenge_2018.xes,last20,1200,Bigram,100,23,102,81600,18768,0.0045,0.0367,
datasets/BPI_Challenge_2018.xes,last20,1200,W2V,100,23,48,19200,4416,0.0004,0.0032,0.0084
datasets/BPI_Challenge_2018.xes,last20,1200,D2V,100,23,64,25600,5888,0.0625,0.5078,9.0755
datasets/BPI_Challenge_2018.xes,last20,1200,BERT,100,23,128,51200,11776,0.1347,1.0954,3.9161
datasets/BPI_Challenge_2018.xes,last20,1200,ACF,100,23,20927,16741600,3850568,0.025,0.2034,2.4945
datasets/BPI_Challenge_2018.xes,last3,1400,Baseline,98,21,3,588,126,0.0028,0.0234,
datasets/BPI_Challenge_2018.xes,last3,1400,OHE,98,21,43,3924,772,0.0026,0.0214,
datasets/BPI_Challenge_2018.xes,last3,1400,Bigram,98,21,61,47824,10248,0.0022,0.0183,
datasets/BPI_Challenge_2018.xes,last3,1400,W2V,98,21,48,18816,8064,0.0003,0.0026,0.0061
datasets/BPI_Challenge_2018.xes,last3,1400,D2V,98,21,64,25088,5376,0.0439,0.3685,10.199
datasets/BPI_Challenge_2018.xes,last3,1400,BERT,98,21,128,50176,10752,0.1147,0.9638,4.0184
datasets/BPI_Challenge_2018.xes,last3,1400,ACF,98,21,20927,16406768,3515736,0.0092,0.0777,2.3779
datasets/BPI_Challenge_2018.xes,last5,1400,Baseline,98,21,5,980,210,0.0032,0.0273,
datasets/BPI_Challenge_2018.xes,last5,1400,OHE,98,21,73,6276,1228,0.0022,0.0185,
datasets/BPI_Challenge_2018.xes,last5,1400,Bigram,98,21,76,59584,12768,0.003,0.0251,
datasets/BPI_Challenge_2018.xes,last5,1400,W2V,98,21,48,18816,8064,0.0003,0.0027,0.0061
datasets/BPI_Challenge_2018.xes,last5,1400,D2V,98,21,64,25088,5376,0.0462,0.3881,9.0712
datasets/BPI_Challenge_2018.xes,last5,1400,BERT,98,21,128,50176,10752,0.1051,0.8835,3.9898
datasets/BPI_Challenge_2018.xes,last5,1400,ACF,98,21,20927,16406768,3515736,0.0077,0.0648,2.283
datasets/BPI_Challenge_2018.xes,last10,1400,Baseline,98,21,10,1960,420,0.0121,0.1019,
datasets/BPI_Challenge_2018.xes,last10,1400,OHE,98,21,147,12156,2356,0.0042,0.0351,
datasets/BPI_Challenge_2018.xes,last10,1400,Bigram,98,21,91,71344,15288,0.0034,0.0288,
datasets/BPI_Challenge_2018.xes,last10,1400,W2V,98,21,48,18816,8064,0.0003,0.0028,0.0063
datasets/BPI_Challenge_2018.xes,last10,1400,D2V,98,21,64,25088,5376,0.0491,0.4122,8.6182
datasets/BPI_Challenge_2018.xes,last10,1400,BERT,98,21,128,50176,10752,0.1061,0.8918,3.8154
datasets/BPI_Challenge_2018.xes,last10,1400,ACF,98,21,20927,16406768,3515736,0.0131,0.1101,2.1313
datasets/BPI_Challenge_2018.xes,last20,1400,Baseline,98,21,20,3920,840,0.0091,0.0765,
datasets/BPI_Challenge_2018.xes,last20,1400,OHE,98,21,286,23916,4660,0.0055,0.0466,
datasets/BPI_Challenge_2018.xes,last20,1400,Bigram,98,21,97,76048,16296,0.0041,0.0342,
datasets/BPI_Challenge_2018.xes,last20,1400,W2V,98,21,48,18816,8064,0.0004,0.003,0.0077
datasets/BPI_Challenge_2018.xes,last20,1400,D2V,98,21,64,25088,5376,0.0557,0.4685,8.5338
datasets/BPI_Challenge_2018.xes,last20,1400,BERT,98,21,128,50176,10752,0.1035,0.8701,3.7467
datasets/BPI_Challenge_2018.xes,last20,1400,ACF,98,21,20927,16406768,3515736,0.0217,0.1825,2.2036
datasets/BPI_Challenge_2018.xes,last3,1500,Baseline,96,21,3,576,126,0.0024,0.0203,
datasets/BPI_Challenge_2018.xes,last3,1500,OHE,96,21,49,3844,772,0.0021,0.0176,
datasets/BPI_Challenge_2018.xes,last3,1500,Bigram,96,21,64,49152,10752,0.0022,0.0188,
datasets/BPI_Challenge_2018.xes,last3,1500,W2V,96,21,48,18432,8064,0.0003,0.0026,0.006
