dataset,strategy,length_or_k,method,accuracy,f1_score,train_size,test_size,status,grid_search_time,lgbm_colsample_bytree,lgbm_learning_rate,lgbm_max_depth,lgbm_n_estimators,lgbm_subsample
datasets/BPI_Challenge_2018.xes,prefix,200,OHE,0.39285714285714285,0.33804347826086956,119,31,Success,23.646620750427246,0.8,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,prefix,200,Bigram,0.35714285714285715,0.29523809523809524,119,31,Success,24.149742364883423,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,200,W2V,0.42857142857142855,0.3484848484848485,119,31,Success,30.324770212173462,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,200,D2V,0.41935483870967744,0.34741935483870967,119,31,Success,36.664748191833496,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,prefix,200,BERT,0.5,0.48124477861319964,119,31,Success,39.06913232803345,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,400,Baseline,0.5769230769230769,0.5498050336760014,113,29,Success,37.49946141242981,1.0,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,prefix,400,OHE,0.5384615384615384,0.48531468531468536,113,29,Success,26.32554340362549,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,400,Bigram,0.5769230769230769,0.6034188034188034,113,29,Success,24.270455360412598,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,400,W2V,0.5,0.5076923076923077,113,29,Success,28.764816761016846,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,400,D2V,0.4827586206896552,0.4638185833191778,113,29,Success,35.97666692733765,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,prefix,400,BERT,0.6923076923076923,0.6471861471861472,113,29,Success,39.26379132270813,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,600,Baseline,0.5862068965517241,0.5334685598377281,111,29,Success,33.57910227775574,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,600,OHE,0.4482758620689655,0.3991640543364681,111,29,Success,23.975883960723877,1.0,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,600,Bigram,0.4827586206896552,0.4559386973180076,111,29,Success,20.733359575271606,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,600,W2V,0.6206896551724138,0.6053639846743295,111,29,Success,26.179535150527954,1.0,0.1,-1,100,0.8
datasets/BPI_Challenge_2018.xes,prefix,600,D2V,0.41379310344827586,0.42145593869731796,111,29,Success,30.474245309829712,1.0,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,600,BERT,0.5172413793103449,0.5298303229337713,111,29,Success,34.87776780128479,0.8,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,prefix,800,Baseline,0.28,0.2139194139194139,108,27,Success,43.39952349662781,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,prefix,800,OHE,0.24,0.1818181818181818,108,27,Success,28.23850417137146,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,prefix,800,Bigram,0.28,0.21454545454545454,108,27,Success,22.918932914733887,1.0,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,800,W2V,0.56,0.5213714285714286,108,27,Success,27.518527507781982,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,prefix,800,D2V,0.3333333333333333,0.27684249906472125,108,27,Success,33.84922790527344,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,800,BERT,0.6,0.5805295055821371,108,27,Success,37.352216958999634,0.8,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,prefix,1000,Baseline,0.4,0.32754285714285714,105,27,Success,42.29999876022339,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,1000,OHE,0.36,0.3111111111111111,105,27,Success,29.279479026794434,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,1000,Bigram,0.36,0.2857971014492754,105,27,Success,20.600977897644043,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,1000,W2V,0.6,0.5371014492753623,105,27,Success,25.358415603637695,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,prefix,1000,D2V,0.4074074074074074,0.3280423280423281,105,27,Success,32.529497146606445,0.8,0.1,-1,100,0.8
datasets/BPI_Challenge_2018.xes,prefix,1000,BERT,0.48,0.4531428571428572,105,27,Success,35.3105902671814,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,1200,Baseline,0.4782608695652174,0.39907773386034257,100,23,Success,42.75743532180786,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,prefix,1200,OHE,0.43478260869565216,0.38893280632411065,100,23,Success,29.762933254241943,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,1200,Bigram,0.30434782608695654,0.25962732919254655,100,23,Success,22.06406879425049,0.8,0.1,-1,100,0.8
datasets/BPI_Challenge_2018.xes,prefix,1200,W2V,0.5217391304347826,0.4985507246376812,100,23,Success,24.531070232391357,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,prefix,1200,D2V,0.391304347826087,0.32147562582345196,100,23,Success,32.4632613658905,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,1200,BERT,0.5217391304347826,0.4753623188405797,100,23,Success,35.99155116081238,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,1400,Baseline,0.42105263157894735,0.35789473684210527,98,21,Success,41.280956745147705,1.0,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,prefix,1400,OHE,0.3684210526315789,0.34903047091412737,98,21,Success,28.91908359527588,1.0,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,1400,Bigram,0.5263157894736842,0.4308597580908794,98,21,Success,18.850140810012817,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,prefix,1400,W2V,0.5263157894736842,0.5233082706766917,98,21,Success,22.41015887260437,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,1400,D2V,0.5238095238095238,0.3987441130298273,98,21,Success,26.02626943588257,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,1400,BERT,0.5789473684210527,0.5596491228070175,98,21,Success,28.95291805267334,1.0,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,prefix,1500,Baseline,0.5789473684210527,0.5094736842105263,96,21,Success,43.140846729278564,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,1500,OHE,0.47368421052631576,0.47368421052631576,96,21,Success,32.84510684013367,1.0,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,prefix,1500,Bigram,0.631578947368421,0.6368421052631579,96,21,Success,19.22856330871582,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,1500,W2V,0.5263157894736842,0.428849902534113,96,21,Success,20.43980860710144,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,1500,D2V,0.47619047619047616,0.4920634920634921,96,21,Success,26.362138271331787,0.8,0.1,-1,100,0.8
datasets/BPI_Challenge_2018.xes,prefix,1500,BERT,0.5263157894736842,0.5372997711670481,96,21,Success,29.557993173599243,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,2000,Baseline,0.4444444444444444,0.42328042328042326,92,20,Success,47.5166802406311,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,2000,OHE,0.3333333333333333,0.3508771929824561,92,20,Success,36.08667993545532,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,2000,Bigram,0.3333333333333333,0.3530864197530864,92,20,Success,17.859854221343994,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,2000,W2V,0.5,0.54320987654321,92,20,Success,19.685725688934326,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,prefix,2000,D2V,0.5,0.41,92,20,Success,25.032382488250732,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,2000,BERT,0.5,0.54320987654321,92,20,Success,26.870192527770996,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,2500,Baseline,0.5555555555555556,0.6018518518518517,88,19,Success,53.16645288467407,1.0,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,prefix,2500,OHE,0.4444444444444444,0.4400871459694989,88,19,Success,38.44291019439697,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,2500,Bigram,0.5555555555555556,0.49876543209876545,88,19,Success,18.325313806533813,0.8,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,prefix,2500,W2V,0.4444444444444444,0.45868945868945865,88,19,Success,19.70462441444397,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,prefix,2500,D2V,0.42105263157894735,0.40247678018575855,88,19,Success,24.287749528884888,1.0,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,prefix,2500,BERT,0.6111111111111112,0.5882352941176471,88,19,Success,26.596004486083984,1.0,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,150,Baseline,0.5333333333333333,0.5045703338806787,121,31,Success,20.95562434196472,1.0,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last3,150,OHE,0.4,0.3333333333333333,121,31,Success,15.129783868789673,1.0,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last3,150,Bigram,0.36666666666666664,0.1967479674796748,121,31,Success,8.35270643234253,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,150,W2V,0.6,0.5833851333851334,121,31,Success,28.134851932525635,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,150,D2V,0.3870967741935484,0.35114586727489955,121,31,Success,33.24371838569641,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,150,BERT,0.5666666666666667,0.4867755900013965,121,31,Success,33.45470666885376,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,150,Baseline,0.5333333333333333,0.5063127166575442,121,31,Success,22.59357190132141,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last5,150,OHE,0.36666666666666664,0.31534391534391537,121,31,Success,16.941802740097046,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,150,Bigram,0.4,0.34334975369458126,121,31,Success,13.832074165344238,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,150,W2V,0.6666666666666666,0.6523310023310022,121,31,Success,27.07142210006714,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,150,D2V,0.3548387096774194,0.31438036276745956,121,31,Success,34.00481915473938,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last5,150,BERT,0.6333333333333333,0.5480250783699059,121,31,Success,35.831703424453735,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last10,150,Baseline,0.5,0.4232323232323232,121,31,Success,28.040188789367676,1.0,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last10,150,OHE,0.3333333333333333,0.28472906403940884,121,31,Success,16.609572887420654,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last10,150,Bigram,0.36666666666666664,0.36031746031746026,121,31,Success,16.076850175857544,1.0,0.1,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last10,150,W2V,0.6333333333333333,0.6143578643578642,121,31,Success,29.513529300689697,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last10,150,D2V,0.2903225806451613,0.26021505376344084,121,31,Success,32.822481632232666,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last10,150,BERT,0.6333333333333333,0.5668430335097001,121,31,Success,34.705960273742676,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,150,Baseline,0.5,0.43476190476190474,121,31,Success,24.921992540359497,0.8,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last20,150,OHE,0.36666666666666664,0.3547619047619047,121,31,Success,16.30796980857849,0.8,0.1,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last20,150,Bigram,0.3333333333333333,0.22916666666666666,121,31,Success,16.68334174156189,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last20,150,W2V,0.6333333333333333,0.597863247863248,121,31,Success,24.337650537490845,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,150,D2V,0.45161290322580644,0.42304147465437786,121,31,Success,32.439741373062134,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,150,BERT,0.5333333333333333,0.5040564373897707,121,31,Success,34.133331298828125,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,200,Baseline,0.4642857142857143,0.4213980463980464,119,31,Success,21.692603826522827,0.8,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last3,200,OHE,0.2857142857142857,0.19642857142857142,119,31,Success,14.288667917251587,1.0,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last3,200,Bigram,0.35714285714285715,0.24404761904761904,119,31,Success,9.898373126983643,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,200,W2V,0.39285714285714285,0.327056277056277,119,31,Success,27.199629306793213,0.8,0.1,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last3,200,D2V,0.22580645161290322,0.16419354838709677,119,31,Success,32.21061420440674,0.8,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last3,200,BERT,0.42857142857142855,0.35681818181818187,119,31,Success,31.87225103378296,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,200,Baseline,0.5,0.5042606516290726,119,31,Success,22.53322434425354,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,200,OHE,0.35714285714285715,0.309920634920635,119,31,Success,14.594747304916382,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last5,200,Bigram,0.35714285714285715,0.23617511520737328,119,31,Success,10.058601140975952,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,200,W2V,0.5,0.4476190476190477,119,31,Success,27.954006910324097,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last5,200,D2V,0.2903225806451613,0.17526881720430107,119,31,Success,30.868767499923706,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,200,BERT,0.5714285714285714,0.553968253968254,119,31,Success,33.61398243904114,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last10,200,Baseline,0.5,0.5105263157894736,119,31,Success,23.99544668197632,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last10,200,OHE,0.42857142857142855,0.3738095238095238,119,31,Success,15.318689346313477,0.8,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last10,200,Bigram,0.42857142857142855,0.37287545787545795,119,31,Success,14.319684267044067,0.8,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last10,200,W2V,0.4642857142857143,0.4103896103896104,119,31,Success,29.37806510925293,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last10,200,D2V,0.3548387096774194,0.27090800477897253,119,31,Success,31.971383571624756,1.0,0.1,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last10,200,BERT,0.4642857142857143,0.42120181405895696,119,31,Success,34.632747650146484,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last20,200,Baseline,0.4642857142857143,0.4343537414965986,119,31,Success,24.508987426757812,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last20,200,OHE,0.42857142857142855,0.3863636363636364,119,31,Success,15.199006080627441,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,200,Bigram,0.39285714285714285,0.3098412698412698,119,31,Success,16.742576360702515,0.8,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last20,200,W2V,0.39285714285714285,0.33246753246753247,119,31,Success,27.108747243881226,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,200,D2V,0.2903225806451613,0.2287390029325513,119,31,Success,31.696674346923828,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,200,BERT,0.4642857142857143,0.43585434173669463,119,31,Success,36.02526021003723,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last3,400,Baseline,0.5769230769230769,0.553050397877984,113,29,Success,21.859519481658936,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last3,400,OHE,0.38461538461538464,0.38461538461538464,113,29,Success,14.17661452293396,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last3,400,Bigram,0.38461538461538464,0.38461538461538464,113,29,Success,7.6965203285217285,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last3,400,W2V,0.5,0.47115384615384615,113,29,Success,27.754794120788574,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,400,D2V,0.41379310344827586,0.375307881773399,113,29,Success,32.69183087348938,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,400,BERT,0.6153846153846154,0.5769230769230769,113,29,Success,35.52449083328247,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,400,Baseline,0.4230769230769231,0.40517546969159873,113,29,Success,23.185381174087524,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,400,OHE,0.5384615384615384,0.46153846153846156,113,29,Success,14.04148530960083,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,400,Bigram,0.5769230769230769,0.5435897435897437,113,29,Success,10.014445781707764,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,400,W2V,0.5769230769230769,0.5533653846153845,113,29,Success,29.578125715255737,1.0,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last5,400,D2V,0.5172413793103449,0.4882698223958628,113,29,Success,32.76967215538025,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,400,BERT,0.4230769230769231,0.420940170940171,113,29,Success,38.282917976379395,0.8,0.1,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last10,400,Baseline,0.5,0.4917582417582418,113,29,Success,24.75561022758484,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last10,400,OHE,0.4230769230769231,0.41985600606290263,113,29,Success,16.15595817565918,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last10,400,Bigram,0.5384615384615384,0.535101679929266,113,29,Success,14.046806812286377,1.0,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last10,400,W2V,0.5384615384615384,0.5312655086848636,113,29,Success,29.175421953201294,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last10,400,D2V,0.3793103448275862,0.4061302681992337,113,29,Success,34.80661201477051,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last10,400,BERT,0.6538461538461539,0.5923076923076922,113,29,Success,37.31927418708801,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,400,Baseline,0.6153846153846154,0.5989010989010989,113,29,Success,25.293410539627075,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,400,OHE,0.5384615384615384,0.5200320512820513,113,29,Success,16.286834239959717,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,400,Bigram,0.46153846153846156,0.45964380447139064,113,29,Success,16.779841899871826,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,400,W2V,0.5769230769230769,0.5533653846153845,113,29,Success,28.636138439178467,1.0,0.1,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last20,400,D2V,0.3793103448275862,0.3934318555008211,113,29,Success,32.15638566017151,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,400,BERT,0.6153846153846154,0.569727047146402,113,29,Success,36.29959750175476,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,600,Baseline,0.5172413793103449,0.5057718452601656,111,29,Success,16.738245725631714,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,600,OHE,0.3793103448275862,0.35560344827586204,111,29,Success,13.045533180236816,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last3,600,Bigram,0.5172413793103449,0.3526645768025078,111,29,Success,11.503826379776001,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,600,W2V,0.5517241379310345,0.553639846743295,111,29,Success,23.376779556274414,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,600,D2V,0.4827586206896552,0.4166666666666667,111,29,Success,27.344040393829346,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,600,BERT,0.6206896551724138,0.5754310344827587,111,29,Success,30.49859070777893,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last5,600,Baseline,0.5517241379310345,0.5345445556791497,111,29,Success,19.916107892990112,1.0,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last5,600,OHE,0.41379310344827586,0.3651115618661258,111,29,Success,12.711513996124268,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,600,Bigram,0.41379310344827586,0.35467980295566504,111,29,Success,12.335658073425293,1.0,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last5,600,W2V,0.6551724137931034,0.6340996168582376,111,29,Success,23.963526487350464,1.0,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last5,600,D2V,0.5172413793103449,0.5175980975029726,111,29,Success,27.694007873535156,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,600,BERT,0.6551724137931034,0.6370173208326713,111,29,Success,31.793651342391968,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last10,600,Baseline,0.5517241379310345,0.5435139573070608,111,29,Success,21.698062419891357,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last10,600,OHE,0.5172413793103449,0.5186715398061338,111,29,Success,13.763230562210083,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last10,600,Bigram,0.5172413793103449,0.45857590685176897,111,29,Success,13.330763578414917,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last10,600,W2V,0.5517241379310345,0.553639846743295,111,29,Success,24.449071168899536,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last10,600,D2V,0.5517241379310345,0.5642633228840125,111,29,Success,30.915083646774292,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last10,600,BERT,0.6206896551724138,0.5536647260785191,111,29,Success,33.903818130493164,0.8,0.1,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last20,600,Baseline,0.6551724137931034,0.6381669868877878,111,29,Success,22.98711133003235,0.8,0.1,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,600,OHE,0.5517241379310345,0.5137641263401911,111,29,Success,16.75324034690857,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,600,Bigram,0.5172413793103449,0.48205413422321103,111,29,Success,17.84542441368103,1.0,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last20,600,W2V,0.6206896551724138,0.6053639846743295,111,29,Success,27.72020411491394,1.0,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last20,600,D2V,0.5172413793103449,0.4630541871921182,111,29,Success,36.91769003868103,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last20,600,BERT,0.6206896551724138,0.6226034765868297,111,29,Success,32.865121364593506,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,800,Baseline,0.36,0.31272727272727274,108,27,Success,18.786029815673828,1.0,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last3,800,OHE,0.44,0.3418181818181818,108,27,Success,14.57099199295044,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last3,800,Bigram,0.4,0.27150769230769234,108,27,Success,10.260521411895752,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last3,800,W2V,0.6,0.5582277432712215,108,27,Success,26.59362030029297,1.0,0.1,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last3,800,D2V,0.3333333333333333,0.22821869488536153,108,27,Success,33.93435549736023,0.8,0.05,-1,200,0.8
datasets/BPI_Challenge_2018.xes,last3,800,BERT,0.52,0.49884529505582137,108,27,Success,33.926490783691406,0.8,0.05,-1,50,0.8
datasets/BPI_Challenge_2018.xes,last5,800,Baseline,0.44,0.38285714285714284,108,27,Success,24.686021089553833,0.8,0.05,-1,100,0.8
datasets/BPI_Challenge_2018.xes,last5,800,OHE,0.4,0.31272727272727274,108,27,Success,15.723686695098877,0.8,0.05,-1,100,0.8
